depth,example_id,final_correct,forced_prefix_contains_final_target,forced_prefix_length,generated_tokens,next_state_correct,prompt_contains_answer_field,remaining_trajectory_exact,seed,termination_correct
4,52,0,0,1,5,0,0,0,37,0
4,53,0,0,1,3,0,0,0,37,0
4,54,0,0,1,5,0,0,0,37,0
4,55,0,0,1,2,0,0,0,37,0
4,56,0,0,1,1,0,0,0,37,0
4,57,0,0,1,2,0,0,0,37,0
4,58,0,0,1,1,0,0,0,37,0
4,59,0,0,1,2,0,0,0,37,0
4,60,0,0,1,2,0,0,0,37,0
4,61,0,0,1,2,0,0,0,37,0
4,62,0,0,1,1,0,0,0,37,0
4,63,0,0,1,2,0,0,0,37,0
4,0,0,0,2,1,0,0,0,37,0
4,1,0,0,2,1,0,0,0,37,0
4,2,0,0,2,1,0,0,0,37,0
4,3,0,0,2,4,0,0,0,37,0
4,4,0,0,2,1,0,0,0,37,0
4,5,0,0,2,1,0,0,0,37,0
4,6,0,0,2,1,0,0,0,37,0
4,7,0,0,2,1,0,0,0,37,0
4,8,0,0,2,1,0,0,0,37,0
4,9,0,0,2,4,0,0,0,37,0
4,10,0,0,2,2,0,0,0,37,0
4,11,0,0,2,1,0,0,0,37,0
4,12,0,0,2,1,0,0,0,37,0
4,13,0,0,2,1,0,0,0,37,0
4,14,0,0,2,1,0,0,0,37,0
4,15,0,0,2,1,0,0,0,37,0
4,16,0,0,2,1,0,0,0,37,0
4,17,0,0,2,4,0,0,0,37,0
4,18,0,0,2,4,0,0,0,37,0
4,19,0,0,2,1,0,0,0,37,0
4,20,0,0,2,2,0,0,0,37,0
4,21,0,0,2,1,0,0,0,37,0
4,22,0,0,2,1,0,0,0,37,0
4,23,0,0,2,1,0,0,0,37,0
4,24,0,0,2,1,0,0,0,37,0
4,25,0,0,2,1,0,0,0,37,0
4,26,0,0,2,1,0,0,0,37,0
4,27,0,0,2,4,1,0,0,37,0
4,28,0,0,2,1,0,0,0,37,0
4,29,0,0,2,1,0,0,0,37,0
4,30,0,0,2,1,0,0,0,37,0
4,31,0,0,2,1,0,0,0,37,0
4,32,0,0,2,1,0,0,0,37,0
4,33,0,0,2,4,0,0,0,37,0
4,34,0,0,2,1,0,0,0,37,0
4,35,0,0,2,1,0,0,0,37,0
4,36,0,0,2,1,0,0,0,37,0
4,37,0,0,2,1,0,0,0,37,0
4,38,0,0,2,1,0,0,0,37,0
4,39,0,0,2,4,0,0,0,37,0
4,40,0,0,2,1,0,0,0,37,0
4,41,0,0,2,1,0,0,0,37,0
4,42,0,0,2,4,0,0,0,37,0
4,43,0,0,2,1,0,0,0,37,0
4,44,0,0,2,4,0,0,0,37,0
4,45,0,0,2,1,0,0,0,37,0
4,46,0,0,2,1,0,0,0,37,0
4,47,0,0,2,1,0,0,0,37,0
4,48,0,0,2,1,0,0,0,37,0
4,49,0,0,2,1,0,0,0,37,0
4,50,0,0,2,1,0,0,0,37,0
4,51,0,0,2,2,0,0,0,37,0
4,52,0,0,2,1,0,0,0,37,0
4,53,0,0,2,1,0,0,0,37,0
4,54,0,0,2,1,0,0,0,37,0
4,55,0,0,2,4,0,0,0,37,0
4,56,0,0,2,4,0,0,0,37,0
4,57,0,0,2,1,0,0,0,37,0
4,58,0,0,2,4,0,0,0,37,0
4,59,0,0,2,1,0,0,0,37,0
4,60,0,0,2,1,0,0,0,37,0
4,61,0,0,2,1,0,0,0,37,0
4,62,0,0,2,1,0,0,0,37,0
4,63,0,0,2,4,0,0,0,37,0
4,0,0,0,3,1,0,0,0,37,0
4,1,0,0,3,3,0,0,0,37,0
4,2,0,0,3,3,0,0,0,37,0
4,3,0,0,3,1,0,0,0,37,0
4,4,0,0,3,3,0,0,0,37,0
4,5,0,0,3,3,0,0,0,37,0
4,6,0,0,3,3,0,0,0,37,0
4,7,0,0,3,1,0,0,0,37,0
4,8,0,0,3,3,0,0,0,37,0
4,9,0,0,3,1,0,0,0,37,0
4,10,0,0,3,3,0,0,0,37,0
4,11,0,0,3,3,0,0,0,37,0
4,12,0,0,3,3,0,0,0,37,0
4,13,0,0,3,3,0,0,0,37,0
4,14,0,0,3,3,0,0,0,37,0
4,15,0,0,3,3,0,0,0,37,0
4,16,0,0,3,1,0,0,0,37,0
4,17,0,0,3,3,0,0,0,37,0
4,18,0,0,3,1,0,0,0,37,0
4,19,0,0,3,1,0,0,0,37,0
4,20,0,0,3,1,0,0,0,37,0
4,21,0,0,3,3,0,0,0,37,0
4,22,0,0,3,1,0,0,0,37,0
4,23,0,0,3,1,0,0,0,37,0
4,24,0,0,3,1,0,0,0,37,0
4,25,0,0,3,3,0,0,0,37,0
4,26,0,0,3,3,0,0,0,37,0
4,27,0,0,3,3,0,0,0,37,0
4,28,0,0,3,3,0,0,0,37,0
4,29,0,0,3,3,0,0,0,37,0
4,30,0,0,3,1,0,0,0,37,0
4,31,0,0,3,1,0,0,0,37,0
4,32,0,0,3,3,0,0,0,37,0
4,33,0,0,3,1,0,0,0,37,0
4,34,0,0,3,1,0,0,0,37,0
4,35,0,0,3,3,0,0,0,37,0
4,36,0,0,3,3,0,0,0,37,0
4,37,0,0,3,3,0,0,0,37,0
4,38,0,0,3,1,0,0,0,37,0
4,39,0,0,3,1,0,0,0,37,0
4,40,0,0,3,3,0,0,0,37,0
4,41,0,0,3,3,0,0,0,37,0
4,42,0,0,3,1,0,0,0,37,0
4,43,0,0,3,3,0,0,0,37,0
4,44,0,0,3,3,0,0,0,37,0
4,45,0,0,3,3,0,0,0,37,0
4,46,0,0,3,3,0,0,0,37,0
4,47,0,0,3,1,0,0,0,37,0
4,48,0,0,3,3,0,0,0,37,0
4,49,0,0,3,3,0,0,0,37,0
4,50,0,0,3,3,0,0,0,37,0
4,51,0,0,3,1,0,0,0,37,0
4,52,0,0,3,3,0,0,0,37,0
4,53,0,0,3,3,0,0,0,37,0
4,54,0,0,3,3,0,0,0,37,0
4,55,0,0,3,3,0,0,0,37,0
4,56,0,0,3,3,0,0,0,37,0
4,57,0,0,3,3,0,0,0,37,0
4,58,0,0,3,1,0,0,0,37,0
4,59,0,0,3,3,0,0,0,37,0
4,60,0,0,3,1,0,0,0,37,0
4,61,0,0,3,1,0,0,0,37,0
4,62,0,0,3,3,0,0,0,37,0
4,63,0,0,3,1,0,0,0,37,0
