condition,correct,example_id,margin,prediction,rank,seed,target
entailed,0,492,-7.605419158935547,6,22,11,86
fact_mismatch,1,493,17.550106048583984,6,1,11,6
rule_lhs_mismatch,1,494,13.315402030944824,6,1,11,6
consequent_swap,0,495,-15.032692909240723,6,70,11,89
entailed,0,496,-27.218538284301758,6,48,11,101
fact_mismatch,1,497,13.978099822998047,6,1,11,6
rule_lhs_mismatch,1,498,13.514566421508789,6,1,11,6
consequent_swap,0,499,-23.02587890625,6,15,11,76
entailed,0,500,-17.634716033935547,6,72,11,95
fact_mismatch,1,501,14.203927040100098,6,1,11,6
rule_lhs_mismatch,1,502,16.73558807373047,6,1,11,6
consequent_swap,0,503,-9.95871639251709,6,42,11,95
entailed,0,504,-4.513443470001221,6,11,11,94
fact_mismatch,1,505,16.563796997070312,6,1,11,6
rule_lhs_mismatch,1,506,14.217330932617188,6,1,11,6
consequent_swap,1,507,0.4415454864501953,80,1,11,80
entailed,0,508,-2.490096092224121,6,6,11,81
fact_mismatch,1,509,14.887899398803711,6,1,11,6
rule_lhs_mismatch,1,510,13.5482177734375,6,1,11,6
consequent_swap,0,511,-6.49705171585083,36,34,11,95
entailed,0,512,-13.064094543457031,6,68,11,75
fact_mismatch,1,513,12.517048835754395,6,1,11,6
rule_lhs_mismatch,1,514,17.649646759033203,6,1,11,6
consequent_swap,0,515,-2.805023670196533,6,9,11,94
entailed,0,516,-10.452556610107422,6,58,11,89
fact_mismatch,1,517,8.533641815185547,6,1,11,6
rule_lhs_mismatch,1,518,13.647318840026855,6,1,11,6
consequent_swap,1,519,0.43406105041503906,73,1,11,73
entailed,0,520,-12.98383903503418,6,12,11,101
fact_mismatch,1,521,13.712316513061523,6,1,11,6
rule_lhs_mismatch,1,522,13.92086410522461,6,1,11,6
consequent_swap,0,523,-18.902786254882812,6,42,11,80
entailed,0,524,-0.06949901580810547,47,2,11,100
fact_mismatch,1,525,11.308663368225098,6,1,11,6
rule_lhs_mismatch,1,526,13.889078140258789,6,1,11,6
consequent_swap,1,527,0.39504051208496094,73,1,11,73
entailed,0,528,-1.0537519454956055,36,4,11,100
fact_mismatch,1,529,16.093345642089844,6,1,11,6
rule_lhs_mismatch,1,530,12.6588716506958,6,1,11,6
consequent_swap,0,531,-7.462850570678711,6,18,11,86
entailed,0,532,-2.5461063385009766,14,5,11,81
fact_mismatch,1,533,14.425785064697266,6,1,11,6
rule_lhs_mismatch,1,534,9.343321800231934,6,1,11,6
consequent_swap,0,535,-2.2003097534179688,14,5,11,81
entailed,0,536,-19.667455673217773,6,40,11,80
fact_mismatch,1,537,11.89645767211914,6,1,11,6
rule_lhs_mismatch,1,538,13.23995304107666,6,1,11,6
consequent_swap,0,539,-9.379880905151367,36,32,11,71
entailed,0,540,-5.96714973449707,6,3,11,82
fact_mismatch,1,541,13.21397876739502,6,1,11,6
rule_lhs_mismatch,1,542,15.3833589553833,6,1,11,6
consequent_swap,0,543,-2.2385010719299316,53,4,11,101
entailed,0,544,-15.91380500793457,6,74,11,90
fact_mismatch,1,545,17.440338134765625,6,1,11,6
rule_lhs_mismatch,1,546,17.126188278198242,6,1,11,6
consequent_swap,0,547,-22.730167388916016,6,98,11,85
entailed,0,548,-21.796043395996094,6,98,11,85
fact_mismatch,1,549,14.348909378051758,6,1,11,6
rule_lhs_mismatch,1,550,15.181447982788086,6,1,11,6
consequent_swap,0,551,-8.66419506072998,6,46,11,74
entailed,0,552,-6.442995071411133,6,2,11,73
fact_mismatch,1,553,12.430591583251953,6,1,11,6
rule_lhs_mismatch,1,554,16.430681228637695,6,1,11,6
consequent_swap,0,555,-19.675819396972656,6,59,11,99
entailed,0,556,-13.789281845092773,6,74,11,89
fact_mismatch,1,557,12.229291915893555,6,1,11,6
rule_lhs_mismatch,1,558,12.570899963378906,6,1,11,6
consequent_swap,0,559,-10.690205574035645,6,42,11,71
entailed,0,560,-22.699440002441406,6,74,11,87
fact_mismatch,1,561,9.4429931640625,6,1,11,6
rule_lhs_mismatch,1,562,12.668220520019531,6,1,11,6
consequent_swap,0,563,-4.001378059387207,6,15,11,83
entailed,0,564,-12.269186019897461,6,64,11,89
fact_mismatch,1,565,15.772248268127441,6,1,11,6
rule_lhs_mismatch,1,566,13.580306053161621,6,1,11,6
consequent_swap,0,567,-4.513443470001221,6,11,11,94
entailed,0,568,-8.877487182617188,6,14,11,97
fact_mismatch,1,569,14.50866985321045,6,1,11,6
rule_lhs_mismatch,1,570,13.719196319580078,6,1,11,6
consequent_swap,0,571,-1.3673458099365234,6,2,11,88
entailed,0,572,-1.7711353302001953,13,4,11,78
fact_mismatch,1,573,14.12017822265625,6,1,11,6
rule_lhs_mismatch,1,574,14.893695831298828,6,1,11,6
consequent_swap,0,575,-6.293936252593994,6,24,11,96
entailed,0,576,-11.11734390258789,6,26,11,92
fact_mismatch,1,577,16.309368133544922,6,1,11,6
rule_lhs_mismatch,1,578,15.016104698181152,6,1,11,6
consequent_swap,0,579,-30.957603454589844,6,72,11,101
entailed,0,580,-10.743268966674805,6,67,11,89
fact_mismatch,1,581,15.610210418701172,6,1,11,6
rule_lhs_mismatch,1,582,14.902996063232422,6,1,11,6
consequent_swap,0,583,-30.22700309753418,6,78,11,96
entailed,0,584,-13.447562217712402,6,75,11,84
fact_mismatch,1,585,15.106317520141602,6,1,11,6
rule_lhs_mismatch,1,586,15.215810775756836,6,1,11,6
consequent_swap,0,587,-23.02587890625,6,15,11,76
entailed,0,588,-12.43786907196045,39,69,11,102
fact_mismatch,1,589,11.532904624938965,6,1,11,6
rule_lhs_mismatch,1,590,13.177894592285156,6,1,11,6
consequent_swap,0,591,-8.569314956665039,6,37,11,91
entailed,0,592,-5.660110950469971,6,16,11,92
fact_mismatch,1,593,15.791357040405273,6,1,11,6
rule_lhs_mismatch,1,594,14.502518653869629,6,1,11,6
consequent_swap,0,595,-24.506031036376953,6,44,11,86
entailed,0,596,-18.620849609375,6,60,11,79
fact_mismatch,1,597,15.430825233459473,6,1,11,6
rule_lhs_mismatch,1,598,16.310693740844727,6,1,11,6
consequent_swap,0,599,-27.24375343322754,6,30,11,77
entailed,0,600,-5.70802116394043,39,17,11,97
fact_mismatch,1,601,13.131364822387695,6,1,11,6
rule_lhs_mismatch,1,602,9.553281784057617,6,1,11,6
consequent_swap,0,603,-11.460448265075684,6,42,11,71
entailed,0,604,-24.769041061401367,6,31,11,77
fact_mismatch,1,605,14.177717208862305,6,1,11,6
rule_lhs_mismatch,1,606,17.943397521972656,6,1,11,6
consequent_swap,0,607,-13.507344245910645,6,17,11,77
entailed,0,608,-27.218538284301758,6,48,11,101
fact_mismatch,1,609,13.61865520477295,6,1,11,6
rule_lhs_mismatch,1,610,13.275920867919922,6,1,11,6
consequent_swap,0,611,-7.6290082931518555,6,41,11,74
entailed,0,612,-9.922887802124023,6,33,11,72
fact_mismatch,1,613,12.86348819732666,6,1,11,6
rule_lhs_mismatch,1,614,17.344881057739258,6,1,11,6
consequent_swap,0,615,-21.638229370117188,6,79,11,84
entailed,0,616,-31.136682510375977,6,67,11,80
fact_mismatch,1,617,14.181610107421875,6,1,11,6
rule_lhs_mismatch,1,618,14.803301811218262,6,1,11,6
consequent_swap,0,619,-20.149784088134766,6,9,11,78
entailed,1,620,0.18619060516357422,80,1,11,80
fact_mismatch,1,621,12.697092056274414,6,1,11,6
rule_lhs_mismatch,1,622,15.12022590637207,6,1,11,6
consequent_swap,0,623,-36.21466064453125,6,88,11,83
entailed,0,624,-35.49972915649414,6,87,11,74
fact_mismatch,1,625,18.155561447143555,6,1,11,6
rule_lhs_mismatch,1,626,13.326922416687012,6,1,11,6
consequent_swap,0,627,-7.601905822753906,6,4,11,100
entailed,0,628,-0.6542158126831055,53,3,11,101
fact_mismatch,1,629,13.648605346679688,6,1,11,6
rule_lhs_mismatch,1,630,15.12297248840332,6,1,11,6
consequent_swap,0,631,-1.7711353302001953,13,4,11,78
entailed,0,632,-1.1838407516479492,6,2,11,73
fact_mismatch,1,633,14.008951187133789,6,1,11,6
rule_lhs_mismatch,1,634,12.568521499633789,6,1,11,6
consequent_swap,0,635,-12.562322616577148,6,48,11,79
entailed,0,636,-11.617096900939941,52,65,11,75
fact_mismatch,1,637,9.855998992919922,6,1,11,6
rule_lhs_mismatch,1,638,12.709667205810547,6,1,11,6
consequent_swap,0,639,-6.495978355407715,6,4,11,80
entailed,0,640,-7.904662609100342,6,21,11,86
fact_mismatch,1,641,14.848669052124023,6,1,11,6
rule_lhs_mismatch,1,642,15.506202697753906,6,1,11,6
consequent_swap,0,643,-23.97480010986328,6,25,11,78
entailed,0,644,-16.642602920532227,6,9,11,94
fact_mismatch,1,645,13.354169845581055,6,1,11,6
rule_lhs_mismatch,1,646,13.434329986572266,6,1,11,6
consequent_swap,0,647,-5.884686470031738,39,15,11,97
entailed,0,648,-3.905078887939453,6,9,11,94
fact_mismatch,1,649,13.825191497802734,6,1,11,6
rule_lhs_mismatch,1,650,17.280811309814453,6,1,11,6
consequent_swap,0,651,-11.40047550201416,6,47,11,71
entailed,0,652,-31.79911994934082,6,84,11,90
fact_mismatch,1,653,14.970063209533691,6,1,11,6
rule_lhs_mismatch,1,654,14.806777954101562,6,1,11,6
consequent_swap,0,655,-13.905322074890137,6,14,11,78
entailed,0,656,-9.340346336364746,6,6,11,80
fact_mismatch,1,657,13.1552734375,6,1,11,6
rule_lhs_mismatch,1,658,13.470827102661133,6,1,11,6
consequent_swap,0,659,-20.128826141357422,6,60,11,93
entailed,0,660,-11.254344940185547,6,35,11,71
fact_mismatch,1,661,12.723480224609375,6,1,11,6
rule_lhs_mismatch,1,662,14.15024471282959,6,1,11,6
consequent_swap,0,663,-10.956792831420898,6,34,11,72
entailed,0,664,-5.283804893493652,42,9,11,77
fact_mismatch,1,665,15.2840576171875,6,1,11,6
rule_lhs_mismatch,1,666,14.967411041259766,6,1,11,6
consequent_swap,0,667,-31.6601505279541,6,74,11,98
entailed,0,668,-27.218538284301758,6,48,11,101
fact_mismatch,1,669,17.764822006225586,6,1,11,6
rule_lhs_mismatch,1,670,16.001262664794922,6,1,11,6
consequent_swap,0,671,-5.942699432373047,37,15,11,92
entailed,0,672,-13.646382331848145,6,82,11,84
fact_mismatch,1,673,16.137409210205078,6,1,11,6
rule_lhs_mismatch,1,674,14.934595108032227,6,1,11,6
consequent_swap,0,675,-8.208349227905273,6,43,11,74
entailed,0,676,-1.5228099822998047,36,4,11,100
fact_mismatch,1,677,15.984621047973633,6,1,11,6
rule_lhs_mismatch,1,678,13.277907371520996,6,1,11,6
consequent_swap,1,679,0.14249229431152344,88,1,11,88
entailed,0,680,-10.14790153503418,6,27,11,86
fact_mismatch,1,681,12.481328964233398,6,1,11,6
rule_lhs_mismatch,1,682,15.753776550292969,6,1,11,6
consequent_swap,0,683,-4.933235168457031,39,13,11,97
entailed,0,684,-3.807504177093506,6,5,11,81
fact_mismatch,1,685,12.960859298706055,6,1,11,6
rule_lhs_mismatch,1,686,10.148262977600098,6,1,11,6
consequent_swap,0,687,-5.660110950469971,6,16,11,92
entailed,0,688,-10.483757972717285,6,62,11,89
fact_mismatch,1,689,15.347867965698242,6,1,11,6
rule_lhs_mismatch,1,690,16.298133850097656,6,1,11,6
consequent_swap,0,691,-2.4926939010620117,36,3,11,93
entailed,0,692,-13.248116493225098,6,70,11,98
fact_mismatch,1,693,15.453453063964844,6,1,11,6
rule_lhs_mismatch,0,694,-0.0232696533203125,14,2,11,6
consequent_swap,0,695,-10.293437004089355,6,35,11,72
entailed,0,696,-0.5542154312133789,6,2,11,88
fact_mismatch,0,697,-0.48116016387939453,33,3,11,6
rule_lhs_mismatch,1,698,15.397924423217773,6,1,11,6
consequent_swap,0,699,-18.31940269470215,6,74,11,87
entailed,0,700,-5.073899269104004,6,16,11,83
fact_mismatch,1,701,1.0013413429260254,6,1,11,6
rule_lhs_mismatch,1,702,17.35953140258789,6,1,11,6
consequent_swap,0,703,-11.831188201904297,6,66,11,75
entailed,1,704,0.15418338775634766,100,1,11,100
fact_mismatch,1,705,14.147252082824707,6,1,11,6
rule_lhs_mismatch,1,706,14.308551788330078,6,1,11,6
consequent_swap,0,707,-12.207178115844727,39,65,11,102
entailed,0,708,-1.7873811721801758,6,3,11,76
fact_mismatch,1,709,13.814207077026367,6,1,11,6
rule_lhs_mismatch,1,710,8.638248443603516,6,1,11,6
consequent_swap,0,711,-0.02028656005859375,6,2,11,73
entailed,0,712,-15.3954439163208,6,54,11,71
fact_mismatch,1,713,13.739889144897461,6,1,11,6
rule_lhs_mismatch,1,714,14.131223678588867,6,1,11,6
consequent_swap,0,715,-15.698701858520508,6,84,11,84
entailed,1,716,2.4472007751464844,82,1,11,82
fact_mismatch,1,717,16.942771911621094,6,1,11,6
rule_lhs_mismatch,1,718,16.446598052978516,6,1,11,6
consequent_swap,0,719,-12.269186019897461,6,64,11,89
entailed,0,720,-8.160919189453125,48,35,11,79
fact_mismatch,1,721,12.748584747314453,6,1,11,6
rule_lhs_mismatch,1,722,12.832465171813965,6,1,11,6
consequent_swap,0,723,-19.667455673217773,6,40,11,80
entailed,0,724,-14.28599739074707,36,79,11,90
fact_mismatch,1,725,12.220366477966309,6,1,11,6
rule_lhs_mismatch,1,726,15.819486618041992,6,1,11,6
consequent_swap,0,727,-23.484294891357422,6,83,11,84
entailed,0,728,-13.896437644958496,6,8,11,78
fact_mismatch,1,729,15.339982986450195,6,1,11,6
rule_lhs_mismatch,1,730,16.40872573852539,6,1,11,6
consequent_swap,0,731,-0.6542158126831055,53,3,11,101
entailed,0,732,-1.0926475524902344,53,3,11,101
fact_mismatch,1,733,13.463409423828125,6,1,11,6
rule_lhs_mismatch,1,734,14.761273384094238,6,1,11,6
consequent_swap,0,735,-7.311888217926025,6,11,11,77
entailed,0,736,-20.128826141357422,6,60,11,93
fact_mismatch,1,737,14.070722579956055,6,1,11,6
rule_lhs_mismatch,1,738,15.351934432983398,6,1,11,6
consequent_swap,0,739,-1.6797981262207031,13,3,11,78
entailed,0,740,-2.3539724349975586,36,3,11,93
fact_mismatch,1,741,16.753578186035156,6,1,11,6
rule_lhs_mismatch,1,742,15.00512409210205,6,1,11,6
consequent_swap,0,743,-25.284595489501953,6,18,11,76
entailed,0,744,-6.495846748352051,26,23,11,95
fact_mismatch,1,745,13.329717636108398,6,1,11,6
rule_lhs_mismatch,1,746,15.58884334564209,6,1,11,6
consequent_swap,0,747,-0.35587120056152344,47,2,11,100
entailed,0,748,-7.699799537658691,6,20,11,86
fact_mismatch,1,749,14.460699081420898,6,1,11,6
rule_lhs_mismatch,1,750,12.259111404418945,6,1,11,6
consequent_swap,0,751,-11.231016159057617,6,40,11,72
entailed,0,752,-16.380023956298828,6,2,11,73
fact_mismatch,1,753,16.780628204345703,6,1,11,6
rule_lhs_mismatch,1,754,15.534866333007812,6,1,11,6
consequent_swap,1,755,1.0025615692138672,99,1,11,99
entailed,0,756,-0.5432109832763672,6,3,11,88
fact_mismatch,1,757,11.85942268371582,6,1,11,6
rule_lhs_mismatch,1,758,13.431367874145508,6,1,11,6
consequent_swap,0,759,-6.5838470458984375,36,35,11,95
entailed,0,760,-6.275272369384766,6,21,11,96
fact_mismatch,1,761,4.553488731384277,6,1,11,6
rule_lhs_mismatch,1,762,14.802048683166504,6,1,11,6
consequent_swap,0,763,-2.805023670196533,6,9,11,94
entailed,0,764,-10.026598930358887,6,33,11,71
fact_mismatch,1,765,15.321078300476074,6,1,11,6
rule_lhs_mismatch,1,766,13.170821189880371,6,1,11,6
consequent_swap,0,767,-1.8621807098388672,13,2,11,78
entailed,0,768,-20.563247680664062,6,68,11,95
fact_mismatch,1,769,17.2445011138916,6,1,11,6
rule_lhs_mismatch,1,770,1.5348129272460938,6,1,11,6
consequent_swap,0,771,-19.667455673217773,6,40,11,80
entailed,0,772,-2.490096092224121,6,6,11,81
fact_mismatch,1,773,14.254077911376953,6,1,11,6
rule_lhs_mismatch,1,774,8.792243957519531,6,1,11,6
consequent_swap,0,775,-20.568603515625,6,42,11,72
entailed,0,776,-11.739209175109863,6,72,11,75
fact_mismatch,1,777,14.588815689086914,6,1,11,6
rule_lhs_mismatch,1,778,16.92793083190918,6,1,11,6
consequent_swap,0,779,-18.329965591430664,6,4,11,73
entailed,0,780,-6.214498519897461,26,26,11,95
fact_mismatch,1,781,15.179293632507324,6,1,11,6
rule_lhs_mismatch,1,782,14.857447624206543,6,1,11,6
consequent_swap,0,783,-13.760905265808105,6,50,11,71
entailed,0,784,-9.13847541809082,6,51,11,91
fact_mismatch,1,785,11.23295783996582,6,1,11,6
rule_lhs_mismatch,1,786,14.862610816955566,6,1,11,6
consequent_swap,0,787,-11.357391357421875,6,67,11,89
entailed,0,788,-13.646382331848145,6,82,11,84
fact_mismatch,1,789,13.00414752960205,6,1,11,6
rule_lhs_mismatch,1,790,14.337878227233887,6,1,11,6
consequent_swap,0,791,-21.77765655517578,6,82,11,102
entailed,0,792,-2.6337413787841797,6,10,11,94
fact_mismatch,1,793,14.554220199584961,6,1,11,6
rule_lhs_mismatch,1,794,13.21701431274414,6,1,11,6
consequent_swap,1,795,0.39740753173828125,73,1,11,73
entailed,0,796,-0.9897794723510742,53,3,11,101
fact_mismatch,1,797,9.103924751281738,6,1,11,6
rule_lhs_mismatch,1,798,16.05486297607422,6,1,11,6
consequent_swap,0,799,-35.689231872558594,6,85,11,95
entailed,0,800,-5.436532974243164,39,12,11,97
fact_mismatch,1,801,16.325603485107422,6,1,11,6
rule_lhs_mismatch,1,802,13.779362678527832,6,1,11,6
consequent_swap,0,803,-3.905078887939453,6,9,11,94
entailed,0,804,-13.065790176391602,6,16,11,97
fact_mismatch,1,805,14.960071563720703,6,1,11,6
rule_lhs_mismatch,1,806,14.070055961608887,6,1,11,6
consequent_swap,0,807,-7.769095420837402,6,39,11,74
entailed,0,808,-6.558680534362793,35,18,11,86
fact_mismatch,1,809,15.153108596801758,6,1,11,6
rule_lhs_mismatch,1,810,17.988605499267578,6,1,11,6
consequent_swap,0,811,-4.283661365509033,6,14,11,83
entailed,0,812,-3.648827075958252,6,8,11,94
fact_mismatch,1,813,11.796486854553223,6,1,11,6
rule_lhs_mismatch,1,814,14.603950500488281,6,1,11,6
consequent_swap,0,815,-7.021437644958496,6,37,11,95
entailed,0,816,-8.086222648620605,48,38,11,79
fact_mismatch,1,817,13.43716049194336,6,1,11,6
rule_lhs_mismatch,1,818,13.250436782836914,6,1,11,6
consequent_swap,0,819,-12.240293502807617,6,32,11,91
entailed,0,820,-12.269186019897461,6,64,11,89
fact_mismatch,1,821,18.002704620361328,6,1,11,6
rule_lhs_mismatch,1,822,16.222293853759766,6,1,11,6
consequent_swap,0,823,-35.071922302246094,6,77,11,87
entailed,0,824,-5.665148735046387,6,24,11,96
fact_mismatch,1,825,16.171070098876953,6,1,11,6
rule_lhs_mismatch,1,826,9.36423397064209,6,1,11,6
consequent_swap,0,827,-20.036884307861328,6,63,11,79
entailed,0,828,-20.200368881225586,6,97,11,85
fact_mismatch,1,829,14.511953353881836,6,1,11,6
rule_lhs_mismatch,1,830,15.866105079650879,6,1,11,6
consequent_swap,0,831,-29.07160186767578,6,53,11,100
entailed,1,832,1.637664794921875,99,1,11,99
fact_mismatch,1,833,14.725748062133789,6,1,11,6
rule_lhs_mismatch,1,834,15.56814193725586,6,1,11,6
consequent_swap,0,835,-5.665148735046387,6,24,11,96
entailed,0,836,-10.442708969116211,6,35,11,72
fact_mismatch,1,837,15.878085136413574,6,1,11,6
rule_lhs_mismatch,1,838,17.27631187438965,6,1,11,6
consequent_swap,0,839,-31.303869247436523,6,75,11,80
entailed,0,840,-12.821375846862793,6,67,11,98
fact_mismatch,1,841,17.5394229888916,6,1,11,6
rule_lhs_mismatch,1,842,14.186251640319824,6,1,11,6
consequent_swap,0,843,-12.080587387084961,6,11,11,76
entailed,0,844,-19.72060203552246,6,96,11,85
fact_mismatch,1,845,3.7435407638549805,6,1,11,6
rule_lhs_mismatch,1,846,18.004226684570312,6,1,11,6
consequent_swap,0,847,-7.2026262283325195,6,35,11,74
entailed,0,848,-11.617096900939941,52,65,11,75
fact_mismatch,1,849,17.19595718383789,6,1,11,6
rule_lhs_mismatch,1,850,12.948912620544434,6,1,11,6
consequent_swap,0,851,-18.694883346557617,6,79,11,84
entailed,0,852,-23.97480010986328,6,25,11,78
fact_mismatch,1,853,12.332315444946289,6,1,11,6
rule_lhs_mismatch,1,854,10.04985237121582,6,1,11,6
consequent_swap,0,855,-4.071164131164551,40,14,11,83
entailed,0,856,-35.92061996459961,6,89,11,74
fact_mismatch,1,857,16.320716857910156,6,1,11,6
rule_lhs_mismatch,1,858,15.555206298828125,6,1,11,6
consequent_swap,0,859,-9.957634925842285,6,35,11,71
entailed,0,860,-9.061073303222656,36,34,11,71
fact_mismatch,1,861,13.707096099853516,6,1,11,6
rule_lhs_mismatch,1,862,12.50068473815918,6,1,11,6
consequent_swap,0,863,-0.49891090393066406,6,2,11,73
entailed,0,864,-14.663549423217773,6,71,11,98
fact_mismatch,1,865,15.954343795776367,6,1,11,6
rule_lhs_mismatch,1,866,16.400238037109375,6,1,11,6
consequent_swap,0,867,-21.638229370117188,6,79,11,84
entailed,0,868,-11.52253532409668,39,57,11,102
fact_mismatch,1,869,17.205062866210938,6,1,11,6
rule_lhs_mismatch,1,870,11.993558883666992,6,1,11,6
consequent_swap,0,871,-1.595388412475586,53,4,11,101
entailed,0,872,-12.98383903503418,6,12,11,101
fact_mismatch,1,873,13.0225830078125,6,1,11,6
rule_lhs_mismatch,1,874,13.262323379516602,6,1,11,6
consequent_swap,0,875,-8.727892875671387,6,49,11,74
entailed,0,876,-0.43781471252441406,6,2,11,73
fact_mismatch,1,877,13.731094360351562,6,1,11,6
rule_lhs_mismatch,1,878,13.676050186157227,6,1,11,6
consequent_swap,0,879,-6.909374237060547,37,18,11,92
entailed,0,880,-4.174882888793945,6,16,11,83
fact_mismatch,1,881,14.040373802185059,6,1,11,6
rule_lhs_mismatch,1,882,15.147292137145996,6,1,11,6
consequent_swap,0,883,-12.119525909423828,6,73,11,90
entailed,0,884,-7.540853500366211,6,8,11,81
fact_mismatch,1,885,12.608753204345703,6,1,11,6
rule_lhs_mismatch,1,886,13.129449844360352,6,1,11,6
consequent_swap,0,887,-7.211847305297852,6,43,11,74
entailed,0,888,-0.5432109832763672,6,3,11,88
fact_mismatch,1,889,13.425251007080078,6,1,11,6
rule_lhs_mismatch,1,890,17.505279541015625,6,1,11,6
consequent_swap,0,891,-37.74440383911133,6,85,11,81
entailed,0,892,-11.11734390258789,6,26,11,92
fact_mismatch,1,893,15.655680656433105,6,1,11,6
rule_lhs_mismatch,1,894,11.511761665344238,6,1,11,6
consequent_swap,1,895,1.3118925094604492,99,1,11,99
entailed,0,896,-16.692237854003906,6,67,11,87
fact_mismatch,1,897,16.400419235229492,6,1,11,6
rule_lhs_mismatch,1,898,16.37200164794922,6,1,11,6
consequent_swap,0,899,-17.886150360107422,6,4,11,88
entailed,0,900,-6.884438514709473,26,29,11,95
fact_mismatch,1,901,11.306059837341309,6,1,11,6
rule_lhs_mismatch,1,902,16.2332763671875,6,1,11,6
consequent_swap,0,903,-1.1715292930603027,6,3,11,76
entailed,0,904,-34.08750534057617,6,86,11,102
fact_mismatch,1,905,13.588677406311035,6,1,11,6
rule_lhs_mismatch,1,906,14.314443588256836,6,1,11,6
consequent_swap,0,907,-17.886150360107422,6,4,11,88
entailed,0,908,-1.595388412475586,53,4,11,101
fact_mismatch,1,909,14.562318801879883,6,1,11,6
rule_lhs_mismatch,1,910,16.146480560302734,6,1,11,6
consequent_swap,0,911,-22.750581741333008,6,79,11,90
entailed,0,912,-25.26463508605957,6,48,11,97
fact_mismatch,1,913,15.71998405456543,6,1,11,6
rule_lhs_mismatch,1,914,15.582395553588867,6,1,11,6
consequent_swap,0,915,-30.957603454589844,6,72,11,101
entailed,0,916,-7.002254962921143,6,34,11,95
fact_mismatch,1,917,18.549697875976562,6,1,11,6
rule_lhs_mismatch,1,918,13.3336820602417,6,1,11,6
consequent_swap,0,919,-8.64650821685791,6,22,11,86
entailed,0,920,-19.72060203552246,6,96,11,85
fact_mismatch,1,921,15.247026443481445,6,1,11,6
rule_lhs_mismatch,1,922,16.08426284790039,6,1,11,6
consequent_swap,0,923,-15.77082633972168,6,69,11,87
entailed,0,924,-4.762104034423828,6,2,11,82
fact_mismatch,1,925,13.173666954040527,6,1,11,6
rule_lhs_mismatch,1,926,15.598495483398438,6,1,11,6
consequent_swap,0,927,-6.08217716217041,39,18,11,97
entailed,1,928,1.277120590209961,82,1,11,82
fact_mismatch,1,929,13.862493515014648,6,1,11,6
rule_lhs_mismatch,1,930,13.348941802978516,6,1,11,6
consequent_swap,1,931,1.6322765350341797,82,1,11,82
entailed,0,932,-5.884686470031738,39,15,11,97
fact_mismatch,1,933,14.806777954101562,6,1,11,6
rule_lhs_mismatch,1,934,14.604609489440918,6,1,11,6
consequent_swap,0,935,-28.51266098022461,6,55,11,86
entailed,0,936,-11.517419815063477,6,64,11,75
fact_mismatch,1,937,16.644306182861328,6,1,11,6
rule_lhs_mismatch,1,938,13.77835464477539,6,1,11,6
consequent_swap,0,939,-8.66419506072998,6,46,11,74
entailed,0,940,-4.343908309936523,40,17,11,83
fact_mismatch,1,941,12.590703964233398,6,1,11,6
rule_lhs_mismatch,1,942,13.700167655944824,6,1,11,6
consequent_swap,0,943,-2.135219097137451,6,3,11,76
entailed,0,944,-10.8597993850708,6,33,11,91
fact_mismatch,1,945,15.569135665893555,6,1,11,6
rule_lhs_mismatch,1,946,14.589012145996094,6,1,11,6
consequent_swap,0,947,-2.5034594535827637,53,5,11,101
entailed,0,948,-6.3261871337890625,6,23,11,96
fact_mismatch,1,949,13.721832275390625,6,1,11,6
rule_lhs_mismatch,1,950,12.20284366607666,6,1,11,6
consequent_swap,0,951,-16.559133529663086,6,67,11,87
entailed,0,952,-2.4926939010620117,36,3,11,93
fact_mismatch,1,953,10.313739776611328,6,1,11,6
rule_lhs_mismatch,1,954,12.50684928894043,6,1,11,6
consequent_swap,1,955,0.474884033203125,99,1,11,99
entailed,0,956,-35.92061996459961,6,89,11,74
fact_mismatch,1,957,14.027873039245605,6,1,11,6
rule_lhs_mismatch,1,958,14.033492088317871,6,1,11,6
consequent_swap,0,959,-17.634716033935547,6,72,11,95
entailed,0,960,-20.568603515625,6,42,11,72
fact_mismatch,1,961,8.645206451416016,6,1,11,6
rule_lhs_mismatch,1,962,16.01860809326172,6,1,11,6
consequent_swap,0,963,-7.165236949920654,6,4,11,100
entailed,0,964,-8.66419506072998,6,46,11,74
fact_mismatch,1,965,14.246907234191895,6,1,11,6
rule_lhs_mismatch,1,966,13.432928085327148,6,1,11,6
consequent_swap,0,967,-34.62255859375,6,84,11,102
entailed,0,968,-3.9359426498413086,6,6,11,93
fact_mismatch,1,969,15.501660346984863,6,1,11,6
rule_lhs_mismatch,1,970,13.664149284362793,6,1,11,6
consequent_swap,0,971,-10.985028266906738,6,59,11,89
entailed,0,972,-7.73968505859375,35,18,11,86
fact_mismatch,1,973,16.75520133972168,6,1,11,6
rule_lhs_mismatch,1,974,14.802391052246094,6,1,11,6
consequent_swap,0,975,-9.555092811584473,6,34,11,71
entailed,1,976,1.1011171340942383,80,1,11,80
fact_mismatch,1,977,16.08652687072754,6,1,11,6
rule_lhs_mismatch,1,978,8.700948715209961,6,1,11,6
consequent_swap,0,979,-12.314401626586914,39,69,11,102
entailed,0,980,-13.877761840820312,6,72,11,98
fact_mismatch,1,981,14.041987419128418,6,1,11,6
rule_lhs_mismatch,1,982,14.133156776428223,6,1,11,6
consequent_swap,0,983,-21.21280288696289,6,94,11,85
entailed,0,984,-5.889718532562256,39,17,11,97
