family,layer,mean_entropy_bits,mean_target_logprob,mean_target_margin,mean_target_probability,model_id,n_identities,revision,semantic,split,syntax,top1_accuracy
question:geography,5,11.857400894165039,-5.945059299468994,-2.08673095703125,0.0026220392901450396,EleutherAI/pythia-70m-deduped,2,step143000,geography,evaluation,question,0.0
question:geography,0,0.8093359470367432,-25.953824043273926,-25.8497314453125,7.573527525603363e-12,EleutherAI/pythia-70m-deduped,2,step143000,geography,fit,question,0.0
question:geography,3,0.29208904504776,-2.2699241805821657,-0.112762451171875,0.49590994557365775,EleutherAI/pythia-70m-deduped,2,step143000,geography,fit,question,0.5
question:geography,5,11.703332901000977,-6.460428714752197,-2.650390625,0.0016336491098627448,EleutherAI/pythia-70m-deduped,2,step143000,geography,fit,question,0.0
question:magnitude,0,1.1389238238334656,-32.750617027282715,-32.51251220703125,1.1141333450129395e-11,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,evaluation,question,0.0
question:magnitude,3,1.4595367312431335,-3.777547001838684,-3.177764892578125,0.026820737402886152,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,evaluation,question,0.0
question:magnitude,5,12.594346523284912,-5.76921272277832,-1.625732421875,0.00444193824660033,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,evaluation,question,0.0
question:magnitude,0,1.5423768162727356,-21.66131591796875,-21.289703369140625,5.816945675141127e-10,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,fit,question,0.0
question:magnitude,3,0.859441339969635,-3.130738615989685,-2.78338623046875,0.11178479716181755,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,fit,question,0.0
question:magnitude,5,12.402911186218262,-5.557769775390625,-1.33917236328125,0.0038791297702118754,EleutherAI/pythia-70m-deduped,2,step143000,magnitude,fit,question,0.0
question:number,0,1.416782259941101,-32.28467845916748,-31.93475341796875,1.1141334684637057e-11,EleutherAI/pythia-70m-deduped,2,step143000,number,evaluation,question,0.0
question:number,3,1.8842584490776062,-2.8075790405273438,-2.17822265625,0.0650247074663639,EleutherAI/pythia-70m-deduped,2,step143000,number,evaluation,question,0.0
question:number,5,12.588656902313232,-5.751434803009033,-1.57513427734375,0.004579507163725793,EleutherAI/pythia-70m-deduped,2,step143000,number,evaluation,question,0.0
question:number,0,0.6313143968582153,-34.58741855621338,-34.4940185546875,5.267494309325107e-13,EleutherAI/pythia-70m-deduped,2,step143000,number,fit,question,0.0
question:number,3,1.0843026638031006,-2.536830872297287,-1.859619140625,0.24512492306530476,EleutherAI/pythia-70m-deduped,2,step143000,number,fit,question,0.5
question:number,5,12.743610858917236,-5.693160533905029,-1.537841796875,0.003378257271833718,EleutherAI/pythia-70m-deduped,2,step143000,number,fit,question,0.0
question:temperature,0,1.5423768162727356,-21.66131591796875,-21.289703369140625,5.816945675141127e-10,EleutherAI/pythia-70m-deduped,2,step143000,temperature,evaluation,question,0.0
question:temperature,3,0.859441339969635,-3.130738615989685,-2.78338623046875,0.11178479716181755,EleutherAI/pythia-70m-deduped,2,step143000,temperature,evaluation,question,0.0
question:temperature,5,12.402911186218262,-5.557769775390625,-1.33917236328125,0.0038791297702118754,EleutherAI/pythia-70m-deduped,2,step143000,temperature,evaluation,question,0.0
question:temperature,0,1.4736304879188538,-26.716408729553223,-26.421173095703125,1.340625400973302e-10,EleutherAI/pythia-70m-deduped,2,step143000,temperature,fit,question,0.0
question:temperature,3,0.7409695684909821,-0.5848836116492748,0.836151123046875,0.6251493394374847,EleutherAI/pythia-70m-deduped,2,step143000,temperature,fit,question,0.5
question:temperature,5,12.841852188110352,-5.248497247695923,-0.76812744140625,0.005807854002341628,EleutherAI/pythia-70m-deduped,2,step143000,temperature,fit,question,0.0
question:tense,0,1.7979375720024109,-25.776894569396973,-25.430694580078125,6.404669329607149e-12,EleutherAI/pythia-70m-deduped,2,step143000,tense,evaluation,question,0.0
question:tense,3,1.4362661838531494,-3.195714831352234,-2.777587890625,0.04324625339359045,EleutherAI/pythia-70m-deduped,2,step143000,tense,evaluation,question,0.0
question:tense,5,12.529048442840576,-5.526952743530273,-1.74945068359375,0.00427981186658144,EleutherAI/pythia-70m-deduped,2,step143000,tense,evaluation,question,0.0
question:tense,0,1.6094117760658264,-24.13694953918457,-23.853057861328125,3.885768356387542e-11,EleutherAI/pythia-70m-deduped,2,step143000,tense,fit,question,0.0
question:tense,3,0.32004163414239883,-3.5133764753118157,-0.899566650390625,0.4926707273116335,EleutherAI/pythia-70m-deduped,2,step143000,tense,fit,question,0.5
question:tense,5,12.450391292572021,-8.067151069641113,-4.2930908203125,0.0003307513106847182,EleutherAI/pythia-70m-deduped,2,step143000,tense,fit,question,0.0
alternation:animal,0,3.3628761172294617,-16.521361827850342,-15.98057222366333,1.1975993707835642e-07,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,animal,evaluation,alternation,0.0
alternation:animal,14,6.364461421966553,-14.925451755523682,-13.412567138671875,4.927833074930277e-07,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,animal,evaluation,alternation,0.0
alternation:animal,27,0.7008037567138672,-0.42475518491119146,1.890024185180664,0.7064207494258881,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,animal,evaluation,alternation,0.5
alternation:animal,0,5.273686408996582,-14.277024269104004,-13.228330612182617,1.7566076238040296e-06,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,animal,fit,alternation,0.0
alternation:animal,14,8.883958339691162,-14.836325645446777,-12.311236381530762,5.183928308838404e-07,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,animal,fit,alternation,0.0
alternation:animal,27,1.091989517211914,-0.8346687406301498,-0.02035999298095703,0.4886331409215927,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,animal,fit,alternation,0.5
alternation:color,0,2.8632348775863647,-11.338086128234863,-10.695015907287598,7.569220960590428e-05,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,color,evaluation,alternation,0.0
alternation:color,14,7.164199590682983,-17.39912700653076,-14.93498182296753,4.025280420094646e-08,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,color,evaluation,alternation,0.0
alternation:color,27,1.6368316411972046,-0.8291380554437637,0.3166027069091797,0.472161203622818,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,color,evaluation,alternation,0.5
alternation:color,0,2.8725508749485016,-5.2759246826171875,-4.473870277404785,0.007763022789731622,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,color,fit,alternation,0.0
alternation:color,14,4.866875886917114,-16.28614616394043,-14.612279891967773,2.557697462712838e-07,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,color,fit,alternation,0.0
alternation:color,27,0.8241725936532021,-0.4937629634514451,2.3335819244384766,0.6821271032094955,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,color,fit,alternation,0.5
alternation:direction,0,5.4189133644104,-6.1427106857299805,-5.0669264793396,0.006971852548304014,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,direction,evaluation,alternation,0.0
alternation:direction,14,7.040650367736816,-14.266565322875977,-12.074511289596558,1.4121443510983767e-05,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,direction,evaluation,alternation,0.0
alternation:direction,27,0.45805535465478897,-0.09667521063238382,3.4500999450683594,0.9110057950019836,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,direction,evaluation,alternation,1.0
alternation:direction,0,4.913200378417969,-6.677579879760742,-5.524755001068115,0.004398193290398922,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,direction,fit,alternation,0.0
alternation:direction,14,7.056608200073242,-17.04392385482788,-14.820395469665527,1.2051102316057438e-07,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,direction,fit,alternation,0.0
alternation:direction,27,1.0899165272712708,-0.654824435710907,0.1263751983642578,0.5262486934661865,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,direction,fit,alternation,0.5
alternation:geography,0,5.881489276885986,-12.991716861724854,-12.016456127166748,2.512960236344952e-06,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,geography,evaluation,alternation,0.0
alternation:geography,14,7.009167432785034,-14.385393619537354,-12.420310497283936,5.806878249359215e-07,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,geography,evaluation,alternation,0.0
alternation:geography,27,3.438931941986084,-0.7883720844984055,1.0656375885009766,0.4910677671432495,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,geography,evaluation,alternation,1.0
alternation:geography,0,3.761641025543213,-11.153451919555664,-10.592321395874023,1.5512312074861256e-05,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,geography,fit,alternation,0.0
alternation:geography,14,6.001238584518433,-11.38403034210205,-9.678788185119629,1.6212759874179028e-05,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,geography,fit,alternation,0.0
alternation:geography,27,3.769720196723938,-1.2846291661262512,-0.07463550567626953,0.280075803399086,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,geography,fit,alternation,0.5
alternation:magnitude,0,5.5248860120773315,-14.412590026855469,-13.528394222259521,5.717767805890617e-07,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,evaluation,alternation,0.0
alternation:magnitude,14,8.376722812652588,-13.971811294555664,-11.941862106323242,8.553145391942962e-07,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,evaluation,alternation,0.0
alternation:magnitude,27,2.086901068687439,-1.4649414420127869,-0.4324817657470703,0.28988315910100937,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,evaluation,alternation,0.5
alternation:magnitude,0,4.147055149078369,-10.266816139221191,-9.668774127960205,9.52819580106734e-05,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,fit,alternation,0.0
alternation:magnitude,14,6.616756200790405,-16.51658582687378,-14.361814975738525,1.2677824923201797e-07,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,fit,alternation,0.0
alternation:magnitude,27,0.9973455369472504,-0.4978014826774597,0.4445838928222656,0.6078695356845856,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,fit,alternation,1.0
alternation:number,0,2.6797115802764893,-13.089815616607666,-12.7030611038208,5.327805723709389e-06,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,number,evaluation,alternation,0.0
alternation:number,14,7.7726569175720215,-12.771061897277832,-10.979619979858398,5.125505566638822e-06,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,number,evaluation,alternation,0.0
alternation:number,27,1.2571996003389359,-2.79921555519104,-2.3965110778808594,0.073556799441576,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,number,evaluation,alternation,0.0
alternation:number,0,4.958302855491638,-10.292564153671265,-9.557648181915283,0.0001714395325507212,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,number,fit,alternation,0.0
alternation:number,14,12.2400803565979,-10.380000591278076,-5.768873453140259,3.1187966669676825e-05,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,number,fit,alternation,0.0
alternation:number,27,1.3715420961380005,-0.7417857944965363,0.5270719528198242,0.5534094423055649,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,number,fit,alternation,0.5
alternation:temperature,0,4.147055149078369,-10.266816139221191,-9.668774127960205,9.52819580106734e-05,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,temperature,evaluation,alternation,0.0
alternation:temperature,14,6.616756200790405,-16.51658582687378,-14.361814975738525,1.2677824923201797e-07,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,temperature,evaluation,alternation,0.0
alternation:temperature,27,0.9973455369472504,-0.4978014826774597,0.4445838928222656,0.6078695356845856,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,temperature,evaluation,alternation,1.0
alternation:temperature,0,5.12725305557251,-8.55199670791626,-7.068938732147217,0.004308362323172332,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,temperature,fit,alternation,0.0
alternation:temperature,14,6.471197605133057,-17.82978630065918,-15.973933219909668,2.768243922979252e-08,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,temperature,fit,alternation,0.0
alternation:temperature,27,1.1697723269462585,-0.8268962204456329,-0.22394752502441406,0.43743349611759186,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,temperature,fit,alternation,0.0
alternation:tense,0,5.648565053939819,-5.479777574539185,-4.077041149139404,0.042356469348305836,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,tense,evaluation,alternation,0.0
alternation:tense,14,7.042658805847168,-15.818042755126953,-14.12859058380127,1.2003604772381493e-06,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,tense,evaluation,alternation,0.0
alternation:tense,27,0.8228402733802795,-1.095883309841156,-0.2982292175292969,0.44897255301475525,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,tense,evaluation,alternation,0.5
alternation:tense,0,4.378919780254364,-6.587125778198242,-5.241312026977539,0.0013803771580569446,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,tense,fit,alternation,0.0
alternation:tense,14,7.522963047027588,-12.380008697509766,-10.105295658111572,9.793712334627003e-05,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,tense,fit,alternation,0.0
alternation:tense,27,0.36572660505771637,-0.051221657544374466,3.137786865234375,0.9500743746757507,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,tense,fit,alternation,1.0
arrow:animal,0,6.177629470825195,-13.236350059509277,-12.170222759246826,1.7909367215906968e-06,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,animal,evaluation,arrow,0.0
arrow:animal,14,5.5564985275268555,-16.4364652633667,-14.934985637664795,7.552488767714749e-08,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,animal,evaluation,arrow,0.0
arrow:animal,27,2.8634669184684753,-0.7200818210840225,1.0606002807617188,0.5274387151002884,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,animal,evaluation,arrow,1.0
arrow:animal,0,6.356100797653198,-17.94006633758545,-16.81727695465088,1.4227126288179903e-07,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,animal,fit,arrow,0.0
arrow:animal,14,7.1732165813446045,-14.51876449584961,-12.240899562835693,1.0717146778915776e-06,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,animal,fit,arrow,0.0
arrow:animal,27,2.6172953844070435,-0.9470178931951523,0.1119375228881836,0.42768946290016174,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,animal,fit,arrow,0.5
arrow:color,0,5.527037858963013,-7.1348443031311035,-6.0179548263549805,0.003275005063187564,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,color,evaluation,arrow,0.0
arrow:color,14,4.339727163314819,-10.079225540161133,-9.29744577407837,5.648525348078692e-05,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,color,evaluation,arrow,0.0
arrow:color,27,2.040325880050659,-0.7491240799427032,0.5933914184570312,0.475310817360878,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,color,evaluation,arrow,1.0
arrow:color,0,6.258818864822388,-15.639526844024658,-14.47372817993164,1.2616950035848618e-06,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,color,fit,arrow,0.0
arrow:color,14,6.356745958328247,-12.435502052307129,-10.59538459777832,5.159628585715836e-06,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,color,fit,arrow,0.0
arrow:color,27,2.22480970621109,-1.2339096069335938,-0.22969818115234375,0.3016221821308136,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,color,fit,arrow,0.0
arrow:direction,0,6.018864393234253,-12.583142280578613,-11.433070182800293,3.59639943781076e-06,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,direction,evaluation,arrow,0.0
arrow:direction,14,7.144783020019531,-11.283982753753662,-9.34528398513794,1.3578872767538996e-05,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,direction,evaluation,arrow,0.0
arrow:direction,27,1.1989749073982239,-1.738111972808838,-1.3099536895751953,0.2308478131890297,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,direction,evaluation,arrow,0.0
arrow:direction,0,5.537084102630615,-15.438294410705566,-14.342748641967773,2.696218324160782e-07,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,direction,fit,arrow,0.0
arrow:direction,14,6.940233469009399,-14.634854316711426,-12.462702751159668,1.0021096557011333e-06,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,direction,fit,arrow,0.0
arrow:direction,27,1.6230524182319641,-1.081013411283493,-0.32935523986816406,0.34098951518535614,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,direction,fit,arrow,0.0
arrow:geography,0,6.956018447875977,-16.865886688232422,-15.395419597625732,8.412765106768916e-08,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,geography,evaluation,arrow,0.0
arrow:geography,14,5.899486064910889,-14.815814971923828,-13.289487361907959,2.6786261111411136e-06,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,geography,evaluation,arrow,0.0
arrow:geography,27,4.511946201324463,-4.364027976989746,-2.4412784576416016,0.025071253185160458,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,geography,evaluation,arrow,0.0
arrow:geography,0,6.65938663482666,-16.89878559112549,-15.481043338775635,5.642167444364077e-08,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,geography,fit,arrow,0.0
arrow:geography,14,6.607882976531982,-12.71485948562622,-11.107948303222656,5.549774328983403e-06,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,geography,fit,arrow,0.0
arrow:geography,27,4.370884418487549,-4.941978216171265,-3.409529685974121,0.016789084242191166,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,geography,fit,arrow,0.0
arrow:magnitude,0,5.812262535095215,-11.154446601867676,-9.790667533874512,2.0613884316844633e-05,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,evaluation,arrow,0.0
arrow:magnitude,14,7.305253982543945,-11.205976963043213,-9.206750392913818,6.19332959104213e-05,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,evaluation,arrow,0.0
arrow:magnitude,27,1.7814089059829712,-1.344646692276001,-0.2653656005859375,0.3366428203880787,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,evaluation,arrow,0.5
arrow:magnitude,0,5.65412974357605,-15.137792110443115,-13.895079135894775,4.563838693627531e-07,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,fit,arrow,0.0
arrow:magnitude,14,6.93277645111084,-12.150699615478516,-9.996453762054443,8.292343807170255e-06,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,fit,arrow,0.0
arrow:magnitude,27,1.1298741698265076,-0.7561928629875183,-0.040660858154296875,0.4812391400337219,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,magnitude,fit,arrow,0.5
arrow:number,0,5.842194080352783,-11.181209564208984,-9.921966075897217,2.0463320879571256e-05,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,number,evaluation,arrow,0.0
arrow:number,14,5.823169231414795,-11.816877365112305,-10.153448104858398,6.140078359351264e-05,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,number,evaluation,arrow,0.0
arrow:number,27,1.6611471772193909,-1.3900242149829865,-0.5678195953369141,0.31279661133885384,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,number,evaluation,arrow,0.5
arrow:number,0,5.5430824756622314,-11.145507335662842,-10.032623767852783,2.461813323861861e-05,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,number,fit,arrow,0.0
arrow:number,14,7.146687746047974,-10.660809516906738,-8.783736228942871,2.4045860300248023e-05,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,number,fit,arrow,0.0
arrow:number,27,1.1658601760864258,-1.9410759806632996,-1.4648075103759766,0.1673886403441429,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,number,fit,arrow,0.0
arrow:temperature,0,5.65412974357605,-15.137792110443115,-13.895079135894775,4.563838693627531e-07,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,temperature,evaluation,arrow,0.0
arrow:temperature,14,6.93277645111084,-12.150699615478516,-9.996453762054443,8.292343807170255e-06,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,temperature,evaluation,arrow,0.0
arrow:temperature,27,1.1298741698265076,-0.7561928629875183,-0.040660858154296875,0.4812391400337219,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,temperature,evaluation,arrow,0.5
arrow:temperature,0,5.374216318130493,-15.610188484191895,-14.658636093139648,2.571251478400427e-07,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,temperature,fit,arrow,0.0
arrow:temperature,14,5.939910888671875,-15.600097179412842,-13.843850135803223,1.8903430998307158e-07,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,temperature,fit,arrow,0.0
arrow:temperature,27,1.7708026766777039,-1.66051584482193,-1.0309810638427734,0.21219858527183533,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,temperature,fit,arrow,0.0
arrow:tense,0,5.8789756298065186,-12.369097232818604,-11.10146951675415,2.6161591307527488e-05,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,tense,evaluation,arrow,0.0
arrow:tense,14,5.137762069702148,-13.693956851959229,-12.445831298828125,5.2020462604218665e-06,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,tense,evaluation,arrow,0.0
arrow:tense,27,0.4614981561899185,-0.0629778504371643,2.9759435653686523,0.9389653503894806,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,tense,evaluation,arrow,1.0
arrow:tense,0,5.891000270843506,-13.593467235565186,-12.407707691192627,1.5620176597508362e-05,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,tense,fit,arrow,0.0
arrow:tense,14,7.180537462234497,-14.43399953842163,-12.653496265411377,9.128605640285059e-07,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,tense,fit,arrow,0.0
arrow:tense,27,1.2361763715744019,-0.1514794770628214,3.8058643341064453,0.8633303642272949,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,tense,fit,arrow,1.0
mapping:animal,0,5.609112501144409,-15.78544807434082,-14.88517713546753,8.046519317517209e-07,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,animal,evaluation,mapping,0.0
mapping:animal,14,7.37163782119751,-13.535770416259766,-11.174506664276123,1.3466889186020126e-06,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,animal,evaluation,mapping,0.0
mapping:animal,27,0.6930873095989227,-0.08174819126725197,3.217832565307617,0.9215149283409119,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,animal,evaluation,mapping,1.0
mapping:animal,0,5.425656080245972,-15.899677753448486,-15.051007747650146,3.268343258255868e-07,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,animal,fit,mapping,0.0
mapping:animal,14,7.580441474914551,-12.75846004486084,-10.4275484085083,2.887160917453002e-06,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,animal,fit,mapping,0.0
mapping:animal,27,0.8189096450805664,-0.12657137215137482,2.43599796295166,0.8814167082309723,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,animal,fit,mapping,1.0
mapping:color,0,5.161575794219971,-12.562015056610107,-11.744782447814941,2.346052757218331e-05,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,color,evaluation,mapping,0.0
mapping:color,14,3.5729920864105225,-10.25975513458252,-9.580605506896973,3.679824840219226e-05,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,color,evaluation,mapping,0.0
mapping:color,27,1.569856345653534,-0.6629669815301895,1.095388412475586,0.5684208869934082,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,color,evaluation,mapping,0.5
mapping:color,0,5.4855053424835205,-15.10230302810669,-14.16761064529419,2.7969011284767475e-07,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,color,fit,mapping,0.0
mapping:color,14,4.708291053771973,-11.064121723175049,-9.709300994873047,1.5671783330617473e-05,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,color,fit,mapping,0.0
mapping:color,27,0.2820969484746456,-0.04421329218894243,4.084606170654297,0.9574215412139893,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,color,fit,mapping,1.0
mapping:direction,0,5.449819803237915,-13.164604663848877,-12.268946647644043,5.8344867568393965e-06,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,direction,evaluation,mapping,0.0
mapping:direction,14,5.2627105712890625,-9.878849983215332,-8.300400018692017,8.936683570937021e-05,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,direction,evaluation,mapping,0.0
mapping:direction,27,0.5827787071466446,-0.10872301831841469,2.486082077026367,0.8973067998886108,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,direction,evaluation,mapping,1.0
mapping:direction,0,6.785123825073242,-15.92959976196289,-14.544554233551025,1.2096765544811205e-07,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca,direction,fit,mapping,0.0
