family,heads,layers,seed,status,training_budget,width
proposition,8,8,37,planned,1,64
proposition,8,8,11,planned,2,64
proposition,8,8,23,planned,2,64
proposition,8,8,37,planned,2,64
proposition,8,8,11,planned,4,64
proposition,8,8,23,planned,4,64
proposition,8,8,37,planned,4,64
proposition,1,8,11,planned,1,128
proposition,1,8,23,planned,1,128
proposition,1,8,37,planned,1,128
proposition,1,8,11,planned,2,128
proposition,1,8,23,planned,2,128
proposition,1,8,37,planned,2,128
proposition,1,8,11,planned,4,128
proposition,1,8,23,planned,4,128
proposition,1,8,37,planned,4,128
proposition,2,8,11,planned,1,128
proposition,2,8,23,planned,1,128
proposition,2,8,37,planned,1,128
proposition,2,8,11,planned,2,128
proposition,2,8,23,planned,2,128
proposition,2,8,37,planned,2,128
proposition,2,8,11,planned,4,128
proposition,2,8,23,planned,4,128
proposition,2,8,37,planned,4,128
proposition,4,8,11,planned,1,128
proposition,4,8,23,planned,1,128
proposition,4,8,37,planned,1,128
proposition,4,8,11,planned,2,128
proposition,4,8,23,planned,2,128
proposition,4,8,37,planned,2,128
proposition,4,8,11,planned,4,128
proposition,4,8,23,planned,4,128
proposition,4,8,37,planned,4,128
proposition,8,8,11,planned,1,128
proposition,8,8,23,planned,1,128
proposition,8,8,37,planned,1,128
proposition,8,8,11,planned,2,128
proposition,8,8,23,planned,2,128
proposition,8,8,37,planned,2,128
proposition,8,8,11,planned,4,128
proposition,8,8,23,planned,4,128
proposition,8,8,37,planned,4,128
proposition,1,8,11,planned,1,256
proposition,1,8,23,planned,1,256
proposition,1,8,37,planned,1,256
proposition,1,8,11,planned,2,256
proposition,1,8,23,planned,2,256
proposition,1,8,37,planned,2,256
proposition,1,8,11,planned,4,256
proposition,1,8,23,planned,4,256
proposition,1,8,37,planned,4,256
proposition,2,8,11,planned,1,256
proposition,2,8,23,planned,1,256
proposition,2,8,37,planned,1,256
proposition,2,8,11,planned,2,256
proposition,2,8,23,planned,2,256
proposition,2,8,37,planned,2,256
proposition,2,8,11,planned,4,256
proposition,2,8,23,planned,4,256
proposition,2,8,37,planned,4,256
proposition,4,8,11,planned,1,256
proposition,4,8,23,planned,1,256
proposition,4,8,37,planned,1,256
proposition,4,8,11,planned,2,256
proposition,4,8,23,planned,2,256
proposition,4,8,37,planned,2,256
proposition,4,8,11,planned,4,256
proposition,4,8,23,planned,4,256
proposition,4,8,37,planned,4,256
proposition,8,8,11,planned,1,256
proposition,8,8,23,planned,1,256
proposition,8,8,37,planned,1,256
proposition,8,8,11,planned,2,256
proposition,8,8,23,planned,2,256
proposition,8,8,37,planned,2,256
proposition,8,8,11,planned,4,256
proposition,8,8,23,planned,4,256
proposition,8,8,37,planned,4,256
proposition,1,12,11,planned,1,16
proposition,1,12,23,planned,1,16
proposition,1,12,37,planned,1,16
proposition,1,12,11,planned,2,16
proposition,1,12,23,planned,2,16
proposition,1,12,37,planned,2,16
proposition,1,12,11,planned,4,16
proposition,1,12,23,planned,4,16
proposition,1,12,37,planned,4,16
proposition,2,12,11,planned,1,16
proposition,2,12,23,planned,1,16
proposition,2,12,37,planned,1,16
proposition,2,12,11,planned,2,16
proposition,2,12,23,planned,2,16
proposition,2,12,37,planned,2,16
proposition,2,12,11,planned,4,16
proposition,2,12,23,planned,4,16
proposition,2,12,37,planned,4,16
proposition,4,12,11,planned,1,16
proposition,4,12,23,planned,1,16
proposition,4,12,37,planned,1,16
proposition,4,12,11,planned,2,16
proposition,4,12,23,planned,2,16
proposition,4,12,37,planned,2,16
proposition,4,12,11,planned,4,16
proposition,4,12,23,planned,4,16
proposition,4,12,37,planned,4,16
proposition,8,12,11,planned,1,16
proposition,8,12,23,planned,1,16
proposition,8,12,37,planned,1,16
proposition,8,12,11,planned,2,16
proposition,8,12,23,planned,2,16
proposition,8,12,37,planned,2,16
proposition,8,12,11,planned,4,16
proposition,8,12,23,planned,4,16
proposition,8,12,37,planned,4,16
proposition,1,12,11,planned,1,32
proposition,1,12,23,planned,1,32
proposition,1,12,37,planned,1,32
proposition,1,12,11,planned,2,32
proposition,1,12,23,planned,2,32
proposition,1,12,37,planned,2,32
proposition,1,12,11,planned,4,32
proposition,1,12,23,planned,4,32
proposition,1,12,37,planned,4,32
proposition,2,12,11,planned,1,32
proposition,2,12,23,planned,1,32
proposition,2,12,37,planned,1,32
proposition,2,12,11,planned,2,32
proposition,2,12,23,planned,2,32
proposition,2,12,37,planned,2,32
proposition,2,12,11,planned,4,32
proposition,2,12,23,planned,4,32
proposition,2,12,37,planned,4,32
proposition,4,12,11,planned,1,32
proposition,4,12,23,planned,1,32
proposition,4,12,37,planned,1,32
proposition,4,12,11,planned,2,32
proposition,4,12,23,planned,2,32
proposition,4,12,37,planned,2,32
proposition,4,12,11,planned,4,32
proposition,4,12,23,planned,4,32
proposition,4,12,37,planned,4,32
proposition,8,12,11,planned,1,32
proposition,8,12,23,planned,1,32
proposition,8,12,37,planned,1,32
proposition,8,12,11,planned,2,32
proposition,8,12,23,planned,2,32
proposition,8,12,37,planned,2,32
proposition,8,12,11,planned,4,32
proposition,8,12,23,planned,4,32
proposition,8,12,37,planned,4,32
proposition,1,12,11,planned,1,64
proposition,1,12,23,planned,1,64
proposition,1,12,37,planned,1,64
proposition,1,12,11,planned,2,64
proposition,1,12,23,planned,2,64
proposition,1,12,37,planned,2,64
proposition,1,12,11,planned,4,64
proposition,1,12,23,planned,4,64
proposition,1,12,37,planned,4,64
proposition,2,12,11,planned,1,64
proposition,2,12,23,planned,1,64
proposition,2,12,37,planned,1,64
proposition,2,12,11,planned,2,64
proposition,2,12,23,planned,2,64
proposition,2,12,37,planned,2,64
proposition,2,12,11,planned,4,64
proposition,2,12,23,planned,4,64
proposition,2,12,37,planned,4,64
proposition,4,12,11,planned,1,64
proposition,4,12,23,planned,1,64
proposition,4,12,37,planned,1,64
proposition,4,12,11,planned,2,64
proposition,4,12,23,planned,2,64
proposition,4,12,37,planned,2,64
proposition,4,12,11,planned,4,64
proposition,4,12,23,planned,4,64
proposition,4,12,37,planned,4,64
proposition,8,12,11,planned,1,64
proposition,8,12,23,planned,1,64
proposition,8,12,37,planned,1,64
proposition,8,12,11,planned,2,64
proposition,8,12,23,planned,2,64
proposition,8,12,37,planned,2,64
proposition,8,12,11,planned,4,64
proposition,8,12,23,planned,4,64
proposition,8,12,37,planned,4,64
proposition,1,12,11,planned,1,128
proposition,1,12,23,planned,1,128
proposition,1,12,37,planned,1,128
proposition,1,12,11,planned,2,128
proposition,1,12,23,planned,2,128
proposition,1,12,37,planned,2,128
proposition,1,12,11,planned,4,128
proposition,1,12,23,planned,4,128
proposition,1,12,37,planned,4,128
proposition,2,12,11,planned,1,128
proposition,2,12,23,planned,1,128
proposition,2,12,37,planned,1,128
proposition,2,12,11,planned,2,128
proposition,2,12,23,planned,2,128
proposition,2,12,37,planned,2,128
proposition,2,12,11,planned,4,128
proposition,2,12,23,planned,4,128
proposition,2,12,37,planned,4,128
proposition,4,12,11,planned,1,128
proposition,4,12,23,planned,1,128
proposition,4,12,37,planned,1,128
proposition,4,12,11,planned,2,128
proposition,4,12,23,planned,2,128
proposition,4,12,37,planned,2,128
proposition,4,12,11,planned,4,128
proposition,4,12,23,planned,4,128
proposition,4,12,37,planned,4,128
proposition,8,12,11,planned,1,128
proposition,8,12,23,planned,1,128
proposition,8,12,37,planned,1,128
proposition,8,12,11,planned,2,128
proposition,8,12,23,planned,2,128
proposition,8,12,37,planned,2,128
proposition,8,12,11,planned,4,128
proposition,8,12,23,planned,4,128
proposition,8,12,37,planned,4,128
proposition,1,12,11,planned,1,256
proposition,1,12,23,planned,1,256
proposition,1,12,37,planned,1,256
proposition,1,12,11,planned,2,256
proposition,1,12,23,planned,2,256
proposition,1,12,37,planned,2,256
proposition,1,12,11,planned,4,256
proposition,1,12,23,planned,4,256
proposition,1,12,37,planned,4,256
proposition,2,12,11,planned,1,256
proposition,2,12,23,planned,1,256
proposition,2,12,37,planned,1,256
proposition,2,12,11,planned,2,256
proposition,2,12,23,planned,2,256
proposition,2,12,37,planned,2,256
proposition,2,12,11,planned,4,256
proposition,2,12,23,planned,4,256
proposition,2,12,37,planned,4,256
proposition,4,12,11,planned,1,256
proposition,4,12,23,planned,1,256
proposition,4,12,37,planned,1,256
proposition,4,12,11,planned,2,256
proposition,4,12,23,planned,2,256
proposition,4,12,37,planned,2,256
proposition,4,12,11,planned,4,256
proposition,4,12,23,planned,4,256
proposition,4,12,37,planned,4,256
proposition,8,12,11,planned,1,256
proposition,8,12,23,planned,1,256
proposition,8,12,37,planned,1,256
proposition,8,12,11,planned,2,256
proposition,8,12,23,planned,2,256
proposition,8,12,37,planned,2,256
proposition,8,12,11,planned,4,256
proposition,8,12,23,planned,4,256
proposition,8,12,37,planned,4,256
proposition,1,16,11,planned,1,16
proposition,1,16,23,planned,1,16
proposition,1,16,37,planned,1,16
proposition,1,16,11,planned,2,16
proposition,1,16,23,planned,2,16
proposition,1,16,37,planned,2,16
proposition,1,16,11,planned,4,16
proposition,1,16,23,planned,4,16
proposition,1,16,37,planned,4,16
proposition,2,16,11,planned,1,16
proposition,2,16,23,planned,1,16
proposition,2,16,37,planned,1,16
proposition,2,16,11,planned,2,16
proposition,2,16,23,planned,2,16
proposition,2,16,37,planned,2,16
proposition,2,16,11,planned,4,16
proposition,2,16,23,planned,4,16
proposition,2,16,37,planned,4,16
proposition,4,16,11,planned,1,16
proposition,4,16,23,planned,1,16
proposition,4,16,37,planned,1,16
proposition,4,16,11,planned,2,16
proposition,4,16,23,planned,2,16
proposition,4,16,37,planned,2,16
proposition,4,16,11,planned,4,16
proposition,4,16,23,planned,4,16
proposition,4,16,37,planned,4,16
proposition,8,16,11,planned,1,16
proposition,8,16,23,planned,1,16
proposition,8,16,37,planned,1,16
proposition,8,16,11,planned,2,16
proposition,8,16,23,planned,2,16
proposition,8,16,37,planned,2,16
proposition,8,16,11,planned,4,16
proposition,8,16,23,planned,4,16
proposition,8,16,37,planned,4,16
proposition,1,16,11,planned,1,32
proposition,1,16,23,planned,1,32
proposition,1,16,37,planned,1,32
proposition,1,16,11,planned,2,32
proposition,1,16,23,planned,2,32
proposition,1,16,37,planned,2,32
proposition,1,16,11,planned,4,32
proposition,1,16,23,planned,4,32
proposition,1,16,37,planned,4,32
proposition,2,16,11,planned,1,32
proposition,2,16,23,planned,1,32
proposition,2,16,37,planned,1,32
proposition,2,16,11,planned,2,32
proposition,2,16,23,planned,2,32
proposition,2,16,37,planned,2,32
proposition,2,16,11,planned,4,32
proposition,2,16,23,planned,4,32
proposition,2,16,37,planned,4,32
proposition,4,16,11,planned,1,32
proposition,4,16,23,planned,1,32
proposition,4,16,37,planned,1,32
proposition,4,16,11,planned,2,32
proposition,4,16,23,planned,2,32
proposition,4,16,37,planned,2,32
proposition,4,16,11,planned,4,32
proposition,4,16,23,planned,4,32
proposition,4,16,37,planned,4,32
proposition,8,16,11,planned,1,32
proposition,8,16,23,planned,1,32
proposition,8,16,37,planned,1,32
proposition,8,16,11,planned,2,32
proposition,8,16,23,planned,2,32
proposition,8,16,37,planned,2,32
proposition,8,16,11,planned,4,32
proposition,8,16,23,planned,4,32
proposition,8,16,37,planned,4,32
proposition,1,16,11,planned,1,64
proposition,1,16,23,planned,1,64
proposition,1,16,37,planned,1,64
proposition,1,16,11,planned,2,64
proposition,1,16,23,planned,2,64
proposition,1,16,37,planned,2,64
proposition,1,16,11,planned,4,64
proposition,1,16,23,planned,4,64
proposition,1,16,37,planned,4,64
proposition,2,16,11,planned,1,64
proposition,2,16,23,planned,1,64
proposition,2,16,37,planned,1,64
proposition,2,16,11,planned,2,64
proposition,2,16,23,planned,2,64
proposition,2,16,37,planned,2,64
proposition,2,16,11,planned,4,64
proposition,2,16,23,planned,4,64
proposition,2,16,37,planned,4,64
proposition,4,16,11,planned,1,64
proposition,4,16,23,planned,1,64
proposition,4,16,37,planned,1,64
proposition,4,16,11,planned,2,64
proposition,4,16,23,planned,2,64
proposition,4,16,37,planned,2,64
proposition,4,16,11,planned,4,64
proposition,4,16,23,planned,4,64
proposition,4,16,37,planned,4,64
proposition,8,16,11,planned,1,64
proposition,8,16,23,planned,1,64
proposition,8,16,37,planned,1,64
proposition,8,16,11,planned,2,64
proposition,8,16,23,planned,2,64
proposition,8,16,37,planned,2,64
proposition,8,16,11,planned,4,64
proposition,8,16,23,planned,4,64
proposition,8,16,37,planned,4,64
proposition,1,16,11,planned,1,128
proposition,1,16,23,planned,1,128
proposition,1,16,37,planned,1,128
proposition,1,16,11,planned,2,128
proposition,1,16,23,planned,2,128
proposition,1,16,37,planned,2,128
proposition,1,16,11,planned,4,128
proposition,1,16,23,planned,4,128
proposition,1,16,37,planned,4,128
proposition,2,16,11,planned,1,128
proposition,2,16,23,planned,1,128
proposition,2,16,37,planned,1,128
proposition,2,16,11,planned,2,128
proposition,2,16,23,planned,2,128
proposition,2,16,37,planned,2,128
proposition,2,16,11,planned,4,128
proposition,2,16,23,planned,4,128
proposition,2,16,37,planned,4,128
proposition,4,16,11,planned,1,128
proposition,4,16,23,planned,1,128
proposition,4,16,37,planned,1,128
proposition,4,16,11,planned,2,128
proposition,4,16,23,planned,2,128
proposition,4,16,37,planned,2,128
proposition,4,16,11,planned,4,128
proposition,4,16,23,planned,4,128
proposition,4,16,37,planned,4,128
proposition,8,16,11,planned,1,128
proposition,8,16,23,planned,1,128
proposition,8,16,37,planned,1,128
proposition,8,16,11,planned,2,128
proposition,8,16,23,planned,2,128
proposition,8,16,37,planned,2,128
proposition,8,16,11,planned,4,128
proposition,8,16,23,planned,4,128
proposition,8,16,37,planned,4,128
proposition,1,16,11,planned,1,256
proposition,1,16,23,planned,1,256
proposition,1,16,37,planned,1,256
proposition,1,16,11,planned,2,256
proposition,1,16,23,planned,2,256
proposition,1,16,37,planned,2,256
proposition,1,16,11,planned,4,256
proposition,1,16,23,planned,4,256
proposition,1,16,37,planned,4,256
proposition,2,16,11,planned,1,256
proposition,2,16,23,planned,1,256
proposition,2,16,37,planned,1,256
proposition,2,16,11,planned,2,256
proposition,2,16,23,planned,2,256
proposition,2,16,37,planned,2,256
proposition,2,16,11,planned,4,256
proposition,2,16,23,planned,4,256
proposition,2,16,37,planned,4,256
proposition,4,16,11,planned,1,256
proposition,4,16,23,planned,1,256
proposition,4,16,37,planned,1,256
proposition,4,16,11,planned,2,256
proposition,4,16,23,planned,2,256
proposition,4,16,37,planned,2,256
proposition,4,16,11,planned,4,256
proposition,4,16,23,planned,4,256
proposition,4,16,37,planned,4,256
proposition,8,16,11,planned,1,256
proposition,8,16,23,planned,1,256
proposition,8,16,37,planned,1,256
proposition,8,16,11,planned,2,256
proposition,8,16,23,planned,2,256
proposition,8,16,37,planned,2,256
proposition,8,16,11,planned,4,256
proposition,8,16,23,planned,4,256
proposition,8,16,37,planned,4,256
proposition,1,24,11,planned,1,16
proposition,1,24,23,planned,1,16
proposition,1,24,37,planned,1,16
proposition,1,24,11,planned,2,16
proposition,1,24,23,planned,2,16
proposition,1,24,37,planned,2,16
proposition,1,24,11,planned,4,16
proposition,1,24,23,planned,4,16
proposition,1,24,37,planned,4,16
proposition,2,24,11,planned,1,16
proposition,2,24,23,planned,1,16
proposition,2,24,37,planned,1,16
proposition,2,24,11,planned,2,16
proposition,2,24,23,planned,2,16
proposition,2,24,37,planned,2,16
proposition,2,24,11,planned,4,16
proposition,2,24,23,planned,4,16
proposition,2,24,37,planned,4,16
proposition,4,24,11,planned,1,16
proposition,4,24,23,planned,1,16
proposition,4,24,37,planned,1,16
proposition,4,24,11,planned,2,16
proposition,4,24,23,planned,2,16
proposition,4,24,37,planned,2,16
proposition,4,24,11,planned,4,16
proposition,4,24,23,planned,4,16
proposition,4,24,37,planned,4,16
proposition,8,24,11,planned,1,16
proposition,8,24,23,planned,1,16
proposition,8,24,37,planned,1,16
proposition,8,24,11,planned,2,16
proposition,8,24,23,planned,2,16
proposition,8,24,37,planned,2,16
proposition,8,24,11,planned,4,16
proposition,8,24,23,planned,4,16
proposition,8,24,37,planned,4,16
proposition,1,24,11,planned,1,32
proposition,1,24,23,planned,1,32
proposition,1,24,37,planned,1,32
proposition,1,24,11,planned,2,32
proposition,1,24,23,planned,2,32
proposition,1,24,37,planned,2,32
proposition,1,24,11,planned,4,32
proposition,1,24,23,planned,4,32
proposition,1,24,37,planned,4,32
proposition,2,24,11,planned,1,32
proposition,2,24,23,planned,1,32
proposition,2,24,37,planned,1,32
proposition,2,24,11,planned,2,32
proposition,2,24,23,planned,2,32
proposition,2,24,37,planned,2,32
proposition,2,24,11,planned,4,32
proposition,2,24,23,planned,4,32
proposition,2,24,37,planned,4,32
proposition,4,24,11,planned,1,32
proposition,4,24,23,planned,1,32
proposition,4,24,37,planned,1,32
proposition,4,24,11,planned,2,32
proposition,4,24,23,planned,2,32
proposition,4,24,37,planned,2,32
proposition,4,24,11,planned,4,32
proposition,4,24,23,planned,4,32
proposition,4,24,37,planned,4,32
proposition,8,24,11,planned,1,32
proposition,8,24,23,planned,1,32
proposition,8,24,37,planned,1,32
proposition,8,24,11,planned,2,32
proposition,8,24,23,planned,2,32
proposition,8,24,37,planned,2,32
proposition,8,24,11,planned,4,32
proposition,8,24,23,planned,4,32
proposition,8,24,37,planned,4,32
proposition,1,24,11,planned,1,64
proposition,1,24,23,planned,1,64
proposition,1,24,37,planned,1,64
proposition,1,24,11,planned,2,64
proposition,1,24,23,planned,2,64
proposition,1,24,37,planned,2,64
proposition,1,24,11,planned,4,64
proposition,1,24,23,planned,4,64
proposition,1,24,37,planned,4,64
proposition,2,24,11,planned,1,64
proposition,2,24,23,planned,1,64
proposition,2,24,37,planned,1,64
proposition,2,24,11,planned,2,64
proposition,2,24,23,planned,2,64
proposition,2,24,37,planned,2,64
proposition,2,24,11,planned,4,64
proposition,2,24,23,planned,4,64
proposition,2,24,37,planned,4,64
proposition,4,24,11,planned,1,64
proposition,4,24,23,planned,1,64
proposition,4,24,37,planned,1,64
proposition,4,24,11,planned,2,64
proposition,4,24,23,planned,2,64
proposition,4,24,37,planned,2,64
proposition,4,24,11,planned,4,64
proposition,4,24,23,planned,4,64
proposition,4,24,37,planned,4,64
proposition,8,24,11,planned,1,64
proposition,8,24,23,planned,1,64
proposition,8,24,37,planned,1,64
proposition,8,24,11,planned,2,64
proposition,8,24,23,planned,2,64
proposition,8,24,37,planned,2,64
proposition,8,24,11,planned,4,64
proposition,8,24,23,planned,4,64
proposition,8,24,37,planned,4,64
proposition,1,24,11,planned,1,128
proposition,1,24,23,planned,1,128
proposition,1,24,37,planned,1,128
proposition,1,24,11,planned,2,128
proposition,1,24,23,planned,2,128
proposition,1,24,37,planned,2,128
proposition,1,24,11,planned,4,128
proposition,1,24,23,planned,4,128
proposition,1,24,37,planned,4,128
proposition,2,24,11,planned,1,128
proposition,2,24,23,planned,1,128
proposition,2,24,37,planned,1,128
proposition,2,24,11,planned,2,128
proposition,2,24,23,planned,2,128
proposition,2,24,37,planned,2,128
proposition,2,24,11,planned,4,128
proposition,2,24,23,planned,4,128
proposition,2,24,37,planned,4,128
proposition,4,24,11,planned,1,128
proposition,4,24,23,planned,1,128
proposition,4,24,37,planned,1,128
proposition,4,24,11,planned,2,128
proposition,4,24,23,planned,2,128
proposition,4,24,37,planned,2,128
proposition,4,24,11,planned,4,128
proposition,4,24,23,planned,4,128
proposition,4,24,37,planned,4,128
proposition,8,24,11,planned,1,128
proposition,8,24,23,planned,1,128
proposition,8,24,37,planned,1,128
proposition,8,24,11,planned,2,128
proposition,8,24,23,planned,2,128
proposition,8,24,37,planned,2,128
proposition,8,24,11,planned,4,128
proposition,8,24,23,planned,4,128
proposition,8,24,37,planned,4,128
proposition,1,24,11,planned,1,256
proposition,1,24,23,planned,1,256
proposition,1,24,37,planned,1,256
proposition,1,24,11,planned,2,256
proposition,1,24,23,planned,2,256
proposition,1,24,37,planned,2,256
proposition,1,24,11,planned,4,256
proposition,1,24,23,planned,4,256
proposition,1,24,37,planned,4,256
proposition,2,24,11,planned,1,256
proposition,2,24,23,planned,1,256
proposition,2,24,37,planned,1,256
proposition,2,24,11,planned,2,256
proposition,2,24,23,planned,2,256
proposition,2,24,37,planned,2,256
proposition,2,24,11,planned,4,256
proposition,2,24,23,planned,4,256
proposition,2,24,37,planned,4,256
proposition,4,24,11,planned,1,256
proposition,4,24,23,planned,1,256
proposition,4,24,37,planned,1,256
proposition,4,24,11,planned,2,256
proposition,4,24,23,planned,2,256
proposition,4,24,37,planned,2,256
proposition,4,24,11,planned,4,256
proposition,4,24,23,planned,4,256
proposition,4,24,37,planned,4,256
proposition,8,24,11,planned,1,256
proposition,8,24,23,planned,1,256
proposition,8,24,37,planned,1,256
proposition,8,24,11,planned,2,256
proposition,8,24,23,planned,2,256
proposition,8,24,37,planned,2,256
proposition,8,24,11,planned,4,256
proposition,8,24,23,planned,4,256
proposition,8,24,37,planned,4,256
unification,1,1,11,planned,1,16
unification,1,1,23,planned,1,16
unification,1,1,37,planned,1,16
unification,1,1,11,planned,2,16
unification,1,1,23,planned,2,16
unification,1,1,37,planned,2,16
unification,1,1,11,planned,4,16
unification,1,1,23,planned,4,16
unification,1,1,37,planned,4,16
unification,2,1,11,planned,1,16
unification,2,1,23,planned,1,16
unification,2,1,37,planned,1,16
unification,2,1,11,planned,2,16
unification,2,1,23,planned,2,16
unification,2,1,37,planned,2,16
unification,2,1,11,planned,4,16
unification,2,1,23,planned,4,16
unification,2,1,37,planned,4,16
unification,4,1,11,planned,1,16
unification,4,1,23,planned,1,16
unification,4,1,37,planned,1,16
unification,4,1,11,planned,2,16
unification,4,1,23,planned,2,16
unification,4,1,37,planned,2,16
unification,4,1,11,planned,4,16
unification,4,1,23,planned,4,16
unification,4,1,37,planned,4,16
unification,8,1,11,planned,1,16
unification,8,1,23,planned,1,16
unification,8,1,37,planned,1,16
unification,8,1,11,planned,2,16
unification,8,1,23,planned,2,16
unification,8,1,37,planned,2,16
unification,8,1,11,planned,4,16
unification,8,1,23,planned,4,16
unification,8,1,37,planned,4,16
unification,1,1,11,planned,1,32
unification,1,1,23,planned,1,32
unification,1,1,37,planned,1,32
unification,1,1,11,planned,2,32
unification,1,1,23,planned,2,32
unification,1,1,37,planned,2,32
unification,1,1,11,planned,4,32
unification,1,1,23,planned,4,32
unification,1,1,37,planned,4,32
unification,2,1,11,planned,1,32
unification,2,1,23,planned,1,32
unification,2,1,37,planned,1,32
unification,2,1,11,planned,2,32
unification,2,1,23,planned,2,32
unification,2,1,37,planned,2,32
unification,2,1,11,planned,4,32
unification,2,1,23,planned,4,32
unification,2,1,37,planned,4,32
unification,4,1,11,planned,1,32
unification,4,1,23,planned,1,32
unification,4,1,37,planned,1,32
unification,4,1,11,planned,2,32
unification,4,1,23,planned,2,32
unification,4,1,37,planned,2,32
unification,4,1,11,planned,4,32
unification,4,1,23,planned,4,32
unification,4,1,37,planned,4,32
unification,8,1,11,planned,1,32
unification,8,1,23,planned,1,32
unification,8,1,37,planned,1,32
unification,8,1,11,planned,2,32
unification,8,1,23,planned,2,32
unification,8,1,37,planned,2,32
unification,8,1,11,planned,4,32
unification,8,1,23,planned,4,32
unification,8,1,37,planned,4,32
unification,1,1,11,planned,1,64
unification,1,1,23,planned,1,64
unification,1,1,37,planned,1,64
unification,1,1,11,planned,2,64
unification,1,1,23,planned,2,64
unification,1,1,37,planned,2,64
unification,1,1,11,planned,4,64
unification,1,1,23,planned,4,64
unification,1,1,37,planned,4,64
unification,2,1,11,planned,1,64
unification,2,1,23,planned,1,64
unification,2,1,37,planned,1,64
unification,2,1,11,planned,2,64
unification,2,1,23,planned,2,64
unification,2,1,37,planned,2,64
unification,2,1,11,planned,4,64
unification,2,1,23,planned,4,64
unification,2,1,37,planned,4,64
unification,4,1,11,planned,1,64
unification,4,1,23,planned,1,64
unification,4,1,37,planned,1,64
unification,4,1,11,planned,2,64
unification,4,1,23,planned,2,64
unification,4,1,37,planned,2,64
unification,4,1,11,planned,4,64
unification,4,1,23,planned,4,64
unification,4,1,37,planned,4,64
unification,8,1,11,planned,1,64
unification,8,1,23,planned,1,64
unification,8,1,37,planned,1,64
unification,8,1,11,planned,2,64
unification,8,1,23,planned,2,64
unification,8,1,37,planned,2,64
unification,8,1,11,planned,4,64
unification,8,1,23,planned,4,64
unification,8,1,37,planned,4,64
unification,1,1,11,planned,1,128
unification,1,1,23,planned,1,128
unification,1,1,37,planned,1,128
unification,1,1,11,planned,2,128
unification,1,1,23,planned,2,128
unification,1,1,37,planned,2,128
unification,1,1,11,planned,4,128
unification,1,1,23,planned,4,128
unification,1,1,37,planned,4,128
unification,2,1,11,planned,1,128
unification,2,1,23,planned,1,128
unification,2,1,37,planned,1,128
unification,2,1,11,planned,2,128
unification,2,1,23,planned,2,128
unification,2,1,37,planned,2,128
unification,2,1,11,planned,4,128
unification,2,1,23,planned,4,128
unification,2,1,37,planned,4,128
unification,4,1,11,planned,1,128
unification,4,1,23,planned,1,128
unification,4,1,37,planned,1,128
unification,4,1,11,planned,2,128
unification,4,1,23,planned,2,128
unification,4,1,37,planned,2,128
unification,4,1,11,planned,4,128
unification,4,1,23,planned,4,128
unification,4,1,37,planned,4,128
unification,8,1,11,planned,1,128
unification,8,1,23,planned,1,128
unification,8,1,37,planned,1,128
unification,8,1,11,planned,2,128
unification,8,1,23,planned,2,128
unification,8,1,37,planned,2,128
unification,8,1,11,planned,4,128
unification,8,1,23,planned,4,128
unification,8,1,37,planned,4,128
unification,1,1,11,planned,1,256
unification,1,1,23,planned,1,256
unification,1,1,37,planned,1,256
unification,1,1,11,planned,2,256
unification,1,1,23,planned,2,256
unification,1,1,37,planned,2,256
unification,1,1,11,planned,4,256
unification,1,1,23,planned,4,256
unification,1,1,37,planned,4,256
unification,2,1,11,planned,1,256
unification,2,1,23,planned,1,256
unification,2,1,37,planned,1,256
unification,2,1,11,planned,2,256
unification,2,1,23,planned,2,256
unification,2,1,37,planned,2,256
unification,2,1,11,planned,4,256
unification,2,1,23,planned,4,256
unification,2,1,37,planned,4,256
unification,4,1,11,planned,1,256
unification,4,1,23,planned,1,256
unification,4,1,37,planned,1,256
unification,4,1,11,planned,2,256
unification,4,1,23,planned,2,256
unification,4,1,37,planned,2,256
unification,4,1,11,planned,4,256
unification,4,1,23,planned,4,256
unification,4,1,37,planned,4,256
unification,8,1,11,planned,1,256
unification,8,1,23,planned,1,256
unification,8,1,37,planned,1,256
unification,8,1,11,planned,2,256
unification,8,1,23,planned,2,256
unification,8,1,37,planned,2,256
unification,8,1,11,planned,4,256
unification,8,1,23,planned,4,256
unification,8,1,37,planned,4,256
unification,1,2,11,planned,1,16
unification,1,2,23,planned,1,16
unification,1,2,37,planned,1,16
unification,1,2,11,planned,2,16
unification,1,2,23,planned,2,16
unification,1,2,37,planned,2,16
unification,1,2,11,planned,4,16
unification,1,2,23,planned,4,16
unification,1,2,37,planned,4,16
unification,2,2,11,planned,1,16
unification,2,2,23,planned,1,16
unification,2,2,37,planned,1,16
unification,2,2,11,planned,2,16
unification,2,2,23,planned,2,16
unification,2,2,37,planned,2,16
unification,2,2,11,planned,4,16
unification,2,2,23,planned,4,16
unification,2,2,37,planned,4,16
unification,4,2,11,planned,1,16
unification,4,2,23,planned,1,16
unification,4,2,37,planned,1,16
unification,4,2,11,planned,2,16
unification,4,2,23,planned,2,16
unification,4,2,37,planned,2,16
unification,4,2,11,planned,4,16
unification,4,2,23,planned,4,16
unification,4,2,37,planned,4,16
unification,8,2,11,planned,1,16
unification,8,2,23,planned,1,16
unification,8,2,37,planned,1,16
unification,8,2,11,planned,2,16
unification,8,2,23,planned,2,16
unification,8,2,37,planned,2,16
unification,8,2,11,planned,4,16
unification,8,2,23,planned,4,16
unification,8,2,37,planned,4,16
