component,family,layer,mode,model_id,realization,revision,semantic,syntax,target_logprob_change
sa,alternation:color,5,add,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,0.009645462036132812
ff,alternation:color,5,zero,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,-0.05626678466796875
ff,alternation:color,5,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,0.04314994812011719
ff,alternation:color,5,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,0.303436279296875
ff,alternation:color,5,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,-0.18529415130615234
ff,alternation:color,5,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,0.25690174102783203
ff,alternation:color,5,project_remove,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,-0.06671524047851562
ff,alternation:color,5,add,EleutherAI/pythia-70m-deduped,3,step0,color,alternation,0.054599761962890625
sa,mapping:color,0,zero,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,0.04201316833496094
sa,mapping:color,0,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,0.1734170913696289
sa,mapping:color,0,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,0.09543037414550781
sa,mapping:color,0,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,0.33337974548339844
sa,mapping:color,0,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,0.3160581588745117
sa,mapping:color,0,project_remove,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,-0.05637168884277344
sa,mapping:color,0,add,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,0.047550201416015625
ff,mapping:color,0,zero,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,-0.5731410980224609
ff,mapping:color,0,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,-9.5367431640625e-07
ff,mapping:color,0,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,-0.44954681396484375
ff,mapping:color,0,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,-9.5367431640625e-07
ff,mapping:color,0,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,-1.097127914428711
ff,mapping:color,0,project_remove,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,-0.5731410980224609
ff,mapping:color,0,add,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,0.15532875061035156
sa,mapping:color,3,zero,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,0.060860633850097656
sa,mapping:color,3,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,0.08078384399414062
sa,mapping:color,3,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,-0.09693145751953125
sa,mapping:color,3,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,0.4571094512939453
sa,mapping:color,3,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,0.3887491226196289
sa,mapping:color,3,project_remove,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,-0.020339012145996094
sa,mapping:color,3,add,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,0.010951995849609375
ff,mapping:color,3,zero,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,-0.2712821960449219
ff,mapping:color,3,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,0.152679443359375
ff,mapping:color,3,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,-0.7340946197509766
ff,mapping:color,3,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,0.14585113525390625
ff,mapping:color,3,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,-0.6135711669921875
ff,mapping:color,3,project_remove,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,-0.4491739273071289
ff,mapping:color,3,add,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,0.15727806091308594
sa,mapping:color,5,zero,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,0.06706714630126953
sa,mapping:color,5,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,0.21533489227294922
sa,mapping:color,5,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,0.06685447692871094
sa,mapping:color,5,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,0.054907798767089844
sa,mapping:color,5,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,-0.12999916076660156
sa,mapping:color,5,project_remove,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,-0.06990242004394531
sa,mapping:color,5,add,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,0.07124042510986328
ff,mapping:color,5,zero,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,-0.22704315185546875
ff,mapping:color,5,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,0.12844276428222656
ff,mapping:color,5,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,-0.15614795684814453
ff,mapping:color,5,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,0.07753562927246094
ff,mapping:color,5,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,-0.4144420623779297
ff,mapping:color,5,project_remove,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,-0.30146217346191406
ff,mapping:color,5,add,EleutherAI/pythia-70m-deduped,2,step0,color,mapping,0.1520824432373047
sa,mapping:color,0,zero,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,0.020142555236816406
sa,mapping:color,0,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,0.15041160583496094
sa,mapping:color,0,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,0.07886695861816406
sa,mapping:color,0,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,0.3060131072998047
sa,mapping:color,0,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,0.2868671417236328
sa,mapping:color,0,project_remove,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,-0.055716514587402344
sa,mapping:color,0,add,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,0.048722267150878906
ff,mapping:color,0,zero,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,-0.6039772033691406
ff,mapping:color,0,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,-9.5367431640625e-07
ff,mapping:color,0,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,-0.45062255859375
ff,mapping:color,0,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,-9.5367431640625e-07
ff,mapping:color,0,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,-1.1162853240966797
ff,mapping:color,0,project_remove,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,-0.6039752960205078
ff,mapping:color,0,add,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,0.15341472625732422
sa,mapping:color,3,zero,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,0.055777549743652344
sa,mapping:color,3,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,0.07690238952636719
sa,mapping:color,3,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,-0.1039113998413086
sa,mapping:color,3,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,0.4488391876220703
sa,mapping:color,3,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,0.37934303283691406
sa,mapping:color,3,project_remove,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,-0.01926422119140625
sa,mapping:color,3,add,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,0.009648323059082031
ff,mapping:color,3,zero,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,-0.26270198822021484
ff,mapping:color,3,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,0.14284515380859375
ff,mapping:color,3,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,-0.7400951385498047
ff,mapping:color,3,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,0.13712120056152344
ff,mapping:color,3,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,-0.6151266098022461
ff,mapping:color,3,project_remove,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,-0.4362630844116211
ff,mapping:color,3,add,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,0.14953041076660156
sa,mapping:color,5,zero,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,0.07191085815429688
sa,mapping:color,5,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,0.2186145782470703
sa,mapping:color,5,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,0.06934738159179688
sa,mapping:color,5,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,0.058960914611816406
sa,mapping:color,5,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,-0.1260089874267578
sa,mapping:color,5,project_remove,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,-0.06691360473632812
sa,mapping:color,5,add,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,0.07049751281738281
ff,mapping:color,5,zero,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,-0.20010948181152344
ff,mapping:color,5,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,0.15041446685791016
ff,mapping:color,5,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,-0.13552379608154297
ff,mapping:color,5,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,0.09949016571044922
ff,mapping:color,5,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,-0.39206886291503906
ff,mapping:color,5,project_remove,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,-0.2989845275878906
ff,mapping:color,5,add,EleutherAI/pythia-70m-deduped,3,step0,color,mapping,0.1491384506225586
sa,alternation:number,0,zero,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,0.22944092750549316
sa,alternation:number,0,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,-0.8206546306610107
sa,alternation:number,0,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,0.36966705322265625
sa,alternation:number,0,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,-0.46553969383239746
sa,alternation:number,0,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,0.44518065452575684
sa,alternation:number,0,project_remove,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,0.21113920211791992
sa,alternation:number,0,add,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,-0.28026676177978516
ff,alternation:number,0,zero,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,-5.922256231307983
ff,alternation:number,0,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,-2.384185791015625e-06
ff,alternation:number,0,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,0.27118635177612305
ff,alternation:number,0,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,-3.1213252544403076
ff,alternation:number,0,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,0.27118635177612305
ff,alternation:number,0,project_remove,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,-5.922262907028198
ff,alternation:number,0,add,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,-0.09074759483337402
sa,alternation:number,3,zero,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,-4.630666017532349
sa,alternation:number,3,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,-0.592909574508667
sa,alternation:number,3,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,-1.5557119846343994
sa,alternation:number,3,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,-4.169624090194702
sa,alternation:number,3,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,-3.9180586338043213
sa,alternation:number,3,project_remove,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,-2.7268283367156982
sa,alternation:number,3,add,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,0.867896318435669
ff,alternation:number,3,zero,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,0.5868415832519531
ff,alternation:number,3,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,0.2530357837677002
ff,alternation:number,3,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,0.5330283641815186
ff,alternation:number,3,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,-0.05645871162414551
ff,alternation:number,3,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,0.3834507465362549
ff,alternation:number,3,project_remove,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,0.323209285736084
ff,alternation:number,3,add,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,-0.22670578956604004
sa,alternation:number,5,zero,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,-0.11326479911804199
sa,alternation:number,5,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,-0.04981207847595215
sa,alternation:number,5,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,-0.16245198249816895
sa,alternation:number,5,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,0.08583283424377441
sa,alternation:number,5,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,-0.49093008041381836
sa,alternation:number,5,project_remove,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,-0.047133445739746094
sa,alternation:number,5,add,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,0.002761363983154297
ff,alternation:number,5,zero,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,0.16597938537597656
ff,alternation:number,5,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,0.07657027244567871
ff,alternation:number,5,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,1.120046615600586
ff,alternation:number,5,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,0.3331923484802246
ff,alternation:number,5,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,0.6209170818328857
ff,alternation:number,5,project_remove,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,0.09494256973266602
ff,alternation:number,5,add,EleutherAI/pythia-70m-deduped,2,step1000,number,alternation,-0.22548985481262207
sa,alternation:number,0,zero,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,0.24750494956970215
sa,alternation:number,0,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,-0.8114690780639648
sa,alternation:number,0,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,0.4112551212310791
sa,alternation:number,0,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,-0.4442451000213623
sa,alternation:number,0,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,0.48653721809387207
sa,alternation:number,0,project_remove,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,0.20736026763916016
sa,alternation:number,0,add,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,-0.273651123046875
ff,alternation:number,0,zero,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,-6.289009094238281
ff,alternation:number,0,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,2.384185791015625e-07
ff,alternation:number,0,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,0.3578791618347168
ff,alternation:number,0,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,-2.9972944259643555
ff,alternation:number,0,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,0.3578791618347168
ff,alternation:number,0,project_remove,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,-6.289012908935547
ff,alternation:number,0,add,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,-0.08456540107727051
sa,alternation:number,3,zero,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,-4.6529035568237305
sa,alternation:number,3,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,-0.5381219387054443
sa,alternation:number,3,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,-1.5444145202636719
sa,alternation:number,3,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,-4.167275428771973
sa,alternation:number,3,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,-3.936677932739258
sa,alternation:number,3,project_remove,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,-2.7944717407226562
sa,alternation:number,3,add,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,0.9058277606964111
ff,alternation:number,3,zero,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,0.5966095924377441
ff,alternation:number,3,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,0.2704296112060547
ff,alternation:number,3,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,0.561112642288208
ff,alternation:number,3,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,-0.03472590446472168
ff,alternation:number,3,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,0.4053189754486084
ff,alternation:number,3,project_remove,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,0.30698466300964355
ff,alternation:number,3,add,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,-0.2131490707397461
sa,alternation:number,5,zero,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,-0.12189149856567383
sa,alternation:number,5,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,-0.04764604568481445
sa,alternation:number,5,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,-0.16937923431396484
sa,alternation:number,5,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,0.09266471862792969
sa,alternation:number,5,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,-0.4965951442718506
sa,alternation:number,5,project_remove,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,-0.05110526084899902
sa,alternation:number,5,add,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,0.0026578903198242188
ff,alternation:number,5,zero,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,0.18156957626342773
ff,alternation:number,5,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,0.09321904182434082
ff,alternation:number,5,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,1.164585828781128
ff,alternation:number,5,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,0.35422396659851074
ff,alternation:number,5,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,0.6475467681884766
ff,alternation:number,5,project_remove,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,0.084259033203125
ff,alternation:number,5,add,EleutherAI/pythia-70m-deduped,3,step1000,number,alternation,-0.22114109992980957
sa,mapping:number,0,zero,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,0.30349481105804443
sa,mapping:number,0,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-0.3457310199737549
sa,mapping:number,0,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-0.052599430084228516
sa,mapping:number,0,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-0.4090845584869385
sa,mapping:number,0,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,0.022344350814819336
sa,mapping:number,0,project_remove,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,0.253375768661499
sa,mapping:number,0,add,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-0.19525790214538574
ff,mapping:number,0,zero,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-6.0085532665252686
ff,mapping:number,0,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-1.430511474609375e-06
ff,mapping:number,0,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-4.908174753189087
ff,mapping:number,0,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-1.430511474609375e-06
ff,mapping:number,0,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-6.333966970443726
ff,mapping:number,0,project_remove,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-6.008545637130737
ff,mapping:number,0,add,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-0.14786076545715332
sa,mapping:number,3,zero,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-3.1988632678985596
sa,mapping:number,3,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-1.4173755645751953
sa,mapping:number,3,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-1.3416869640350342
sa,mapping:number,3,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-2.96846604347229
sa,mapping:number,3,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-2.8685214519500732
sa,mapping:number,3,project_remove,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-0.983975887298584
sa,mapping:number,3,add,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,0.3231475353240967
ff,mapping:number,3,zero,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,0.37759125232696533
ff,mapping:number,3,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,0.016322851181030273
ff,mapping:number,3,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,0.4215264320373535
ff,mapping:number,3,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-0.09730315208435059
ff,mapping:number,3,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-0.5622637271881104
ff,mapping:number,3,project_remove,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,0.3833409547805786
ff,mapping:number,3,add,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-0.2613821029663086
sa,mapping:number,5,zero,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,0.04562532901763916
sa,mapping:number,5,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,0.0836036205291748
sa,mapping:number,5,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,0.17633795738220215
sa,mapping:number,5,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,0.052291035652160645
sa,mapping:number,5,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,0.18061089515686035
sa,mapping:number,5,project_remove,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-0.03727889060974121
sa,mapping:number,5,add,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,0.0060236454010009766
ff,mapping:number,5,zero,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-0.6963608264923096
ff,mapping:number,5,replace_equivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-0.16099834442138672
ff,mapping:number,5,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-0.7718074321746826
ff,mapping:number,5,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-0.4730656147003174
ff,mapping:number,5,replace_nonequivalent,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-0.7518942356109619
ff,mapping:number,5,project_remove,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,-0.4262673854827881
ff,mapping:number,5,add,EleutherAI/pythia-70m-deduped,2,step1000,number,mapping,0.09943652153015137
sa,mapping:number,0,zero,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,0.29490506649017334
sa,mapping:number,0,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,-0.3118550777435303
sa,mapping:number,0,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,-0.0386044979095459
sa,mapping:number,0,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,-0.363541841506958
sa,mapping:number,0,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,0.04426407814025879
sa,mapping:number,0,project_remove,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,0.2381349802017212
sa,mapping:number,0,add,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,-0.17834806442260742
ff,mapping:number,0,zero,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,-6.481076955795288
ff,mapping:number,0,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,-2.384185791015625e-07
ff,mapping:number,0,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,-4.951627969741821
ff,mapping:number,0,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,-2.384185791015625e-07
ff,mapping:number,0,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,-6.348956823348999
ff,mapping:number,0,project_remove,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,-6.48107123374939
ff,mapping:number,0,add,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,-0.1329052448272705
sa,mapping:number,3,zero,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,-3.2184393405914307
sa,mapping:number,3,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,-1.4403965473175049
sa,mapping:number,3,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,-1.3802509307861328
sa,mapping:number,3,replace_semantic_mismatch,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,-2.993990182876587
sa,mapping:number,3,replace_nonequivalent,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,-2.9034154415130615
sa,mapping:number,3,project_remove,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,-0.9563531875610352
sa,mapping:number,3,add,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,0.30999481678009033
ff,mapping:number,3,zero,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,0.36529481410980225
ff,mapping:number,3,replace_equivalent,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,0.014700055122375488
ff,mapping:number,3,replace_syntax_mismatch,EleutherAI/pythia-70m-deduped,3,step1000,number,mapping,0.42437243461608887
