dependency_span,first_top1_layer,generator_family,model_seed,nuisance_count,nuisance_type,override_crossing_layer,pattern_length,predictive_family_id,settling_delay,stable_override_layer,stable_top1_layer,surface_identity_id,top1_reversal_count
3,10,nested_override,11,2,N2,0,3,nested_override:0:2-3-2,,,,"test:nested_override:N2:randomized:(2, 3, 2):3",8
3,10,nested_override,11,2,N3,0,3,nested_override:0:2-3-2,0,10,10,"test:nested_override:N3:aligned:(2, 3, 2):0",1
3,10,nested_override,11,2,N3,0,3,nested_override:0:2-3-2,0,10,10,"test:nested_override:N3:aligned:(2, 3, 2):1",1
3,10,nested_override,11,2,N3,0,3,nested_override:0:2-3-2,0,10,10,"test:nested_override:N3:aligned:(2, 3, 2):2",1
3,10,nested_override,11,2,N3,0,3,nested_override:0:2-3-2,0,10,10,"test:nested_override:N3:aligned:(2, 3, 2):3",1
3,10,nested_override,11,2,N3,0,3,nested_override:0:2-3-2,0,10,10,"test:nested_override:N3:randomized:(2, 3, 2):0",1
3,4,nested_override,11,2,N3,0,3,nested_override:0:2-3-2,,,,"test:nested_override:N3:randomized:(2, 3, 2):1",2
3,,nested_override,11,2,N3,0,3,nested_override:0:2-3-2,,,,"test:nested_override:N3:randomized:(2, 3, 2):2",0
3,11,nested_override,11,2,N3,0,3,nested_override:0:2-3-2,,,,"test:nested_override:N3:randomized:(2, 3, 2):3",4
3,10,nested_override,11,2,N4,0,3,nested_override:0:2-3-2,0,10,10,"test:nested_override:N4:aligned:(2, 3, 2):0",1
3,10,nested_override,11,2,N4,0,3,nested_override:0:2-3-2,0,10,10,"test:nested_override:N4:aligned:(2, 3, 2):1",1
3,10,nested_override,11,2,N4,0,3,nested_override:0:2-3-2,0,10,10,"test:nested_override:N4:aligned:(2, 3, 2):2",1
3,10,nested_override,11,2,N4,0,3,nested_override:0:2-3-2,0,10,10,"test:nested_override:N4:aligned:(2, 3, 2):3",1
3,11,nested_override,11,2,N4,0,3,nested_override:0:2-3-2,6,13,17,"test:nested_override:N4:randomized:(2, 3, 2):0",7
3,11,nested_override,11,2,N4,0,3,nested_override:0:2-3-2,,,,"test:nested_override:N4:randomized:(2, 3, 2):1",6
3,10,nested_override,11,2,N4,0,3,nested_override:0:2-3-2,7,17,17,"test:nested_override:N4:randomized:(2, 3, 2):2",3
3,2,nested_override,11,2,N4,0,3,nested_override:0:2-3-2,,,,"test:nested_override:N4:randomized:(2, 3, 2):3",8
3,3,nested_override,11,0,N0,0,3,nested_override:0:2-3-3,0,0,3,"test:nested_override:N0:aligned:(2, 3, 3):0",1
3,3,nested_override,11,0,N0,0,3,nested_override:0:2-3-3,0,0,3,"test:nested_override:N0:aligned:(2, 3, 3):1",1
3,3,nested_override,11,0,N0,0,3,nested_override:0:2-3-3,0,0,3,"test:nested_override:N0:aligned:(2, 3, 3):2",1
3,3,nested_override,11,0,N0,0,3,nested_override:0:2-3-3,0,0,3,"test:nested_override:N0:aligned:(2, 3, 3):3",1
3,,nested_override,11,0,N0,0,3,nested_override:0:2-3-3,,,,"test:nested_override:N0:randomized:(2, 3, 3):0",0
3,,nested_override,11,0,N0,0,3,nested_override:0:2-3-3,,,,"test:nested_override:N0:randomized:(2, 3, 3):1",0
3,3,nested_override,11,0,N0,0,3,nested_override:0:2-3-3,,,,"test:nested_override:N0:randomized:(2, 3, 3):2",2
3,3,nested_override,11,0,N0,0,3,nested_override:0:2-3-3,,7,,"test:nested_override:N0:randomized:(2, 3, 3):3",2
3,6,nested_override,11,2,N2,0,3,nested_override:0:2-3-3,0,0,6,"test:nested_override:N2:aligned:(2, 3, 3):0",1
3,7,nested_override,11,2,N2,0,3,nested_override:0:2-3-3,2,9,9,"test:nested_override:N2:aligned:(2, 3, 3):1",3
3,7,nested_override,11,2,N2,0,3,nested_override:0:2-3-3,0,0,7,"test:nested_override:N2:aligned:(2, 3, 3):2",1
3,7,nested_override,11,2,N2,0,3,nested_override:0:2-3-3,2,0,9,"test:nested_override:N2:aligned:(2, 3, 3):3",3
3,6,nested_override,11,2,N2,0,3,nested_override:0:2-3-3,,,,"test:nested_override:N2:randomized:(2, 3, 3):0",2
3,6,nested_override,11,2,N2,0,3,nested_override:0:2-3-3,,0,,"test:nested_override:N2:randomized:(2, 3, 3):1",4
3,6,nested_override,11,2,N2,0,3,nested_override:0:2-3-3,,,,"test:nested_override:N2:randomized:(2, 3, 3):2",4
3,6,nested_override,11,2,N2,0,3,nested_override:0:2-3-3,,0,,"test:nested_override:N2:randomized:(2, 3, 3):3",8
3,6,nested_override,11,2,N3,0,3,nested_override:0:2-3-3,4,10,10,"test:nested_override:N3:aligned:(2, 3, 3):0",5
3,6,nested_override,11,2,N3,0,3,nested_override:0:2-3-3,2,8,8,"test:nested_override:N3:aligned:(2, 3, 3):1",3
3,7,nested_override,11,2,N3,0,3,nested_override:0:2-3-3,2,9,9,"test:nested_override:N3:aligned:(2, 3, 3):2",3
3,10,nested_override,11,2,N3,0,3,nested_override:0:2-3-3,0,7,10,"test:nested_override:N3:aligned:(2, 3, 3):3",1
3,6,nested_override,11,2,N3,0,3,nested_override:0:2-3-3,,,,"test:nested_override:N3:randomized:(2, 3, 3):0",2
3,6,nested_override,11,2,N3,0,3,nested_override:0:2-3-3,,,,"test:nested_override:N3:randomized:(2, 3, 3):1",2
3,5,nested_override,11,2,N3,0,3,nested_override:0:2-3-3,,,,"test:nested_override:N3:randomized:(2, 3, 3):2",4
3,4,nested_override,11,2,N3,0,3,nested_override:0:2-3-3,,17,,"test:nested_override:N3:randomized:(2, 3, 3):3",4
3,9,nested_override,11,2,N4,0,3,nested_override:0:2-3-3,0,9,9,"test:nested_override:N4:aligned:(2, 3, 3):0",1
3,6,nested_override,11,2,N4,0,3,nested_override:0:2-3-3,0,0,6,"test:nested_override:N4:aligned:(2, 3, 3):1",1
3,10,nested_override,11,2,N4,0,3,nested_override:0:2-3-3,0,0,10,"test:nested_override:N4:aligned:(2, 3, 3):2",1
3,6,nested_override,11,2,N4,0,3,nested_override:0:2-3-3,0,0,6,"test:nested_override:N4:aligned:(2, 3, 3):3",1
3,5,nested_override,11,2,N4,0,3,nested_override:0:2-3-3,,17,,"test:nested_override:N4:randomized:(2, 3, 3):0",2
3,6,nested_override,11,2,N4,0,3,nested_override:0:2-3-3,11,0,17,"test:nested_override:N4:randomized:(2, 3, 3):1",9
3,6,nested_override,11,2,N4,0,3,nested_override:0:2-3-3,,,,"test:nested_override:N4:randomized:(2, 3, 3):2",2
3,6,nested_override,11,2,N4,0,3,nested_override:0:2-3-3,,,,"test:nested_override:N4:randomized:(2, 3, 3):3",8
3,5,nested_override,11,0,N0,5,3,nested_override:0:3-0-0,0,5,5,"test:nested_override:N0:aligned:(3, 0, 0):0",1
3,5,nested_override,11,0,N0,5,3,nested_override:0:3-0-0,0,5,5,"test:nested_override:N0:aligned:(3, 0, 0):1",1
3,5,nested_override,11,0,N0,5,3,nested_override:0:3-0-0,0,5,5,"test:nested_override:N0:aligned:(3, 0, 0):2",1
3,5,nested_override,11,0,N0,5,3,nested_override:0:3-0-0,0,5,5,"test:nested_override:N0:aligned:(3, 0, 0):3",1
3,5,nested_override,11,0,N0,1,3,nested_override:0:3-0-0,0,5,5,"test:nested_override:N0:randomized:(3, 0, 0):0",1
3,5,nested_override,11,0,N0,5,3,nested_override:0:3-0-0,0,5,5,"test:nested_override:N0:randomized:(3, 0, 0):1",1
3,5,nested_override,11,0,N0,5,3,nested_override:0:3-0-0,0,5,5,"test:nested_override:N0:randomized:(3, 0, 0):2",1
3,5,nested_override,11,0,N0,1,3,nested_override:0:3-0-0,0,5,5,"test:nested_override:N0:randomized:(3, 0, 0):3",1
3,10,nested_override,11,2,N2,10,3,nested_override:0:3-0-0,0,10,10,"test:nested_override:N2:aligned:(3, 0, 0):0",1
3,10,nested_override,11,2,N2,10,3,nested_override:0:3-0-0,0,10,10,"test:nested_override:N2:aligned:(3, 0, 0):1",1
3,10,nested_override,11,2,N2,10,3,nested_override:0:3-0-0,0,10,10,"test:nested_override:N2:aligned:(3, 0, 0):2",1
3,10,nested_override,11,2,N2,10,3,nested_override:0:3-0-0,0,10,10,"test:nested_override:N2:aligned:(3, 0, 0):3",1
3,10,nested_override,11,2,N2,10,3,nested_override:0:3-0-0,0,10,10,"test:nested_override:N2:randomized:(3, 0, 0):0",1
3,10,nested_override,11,2,N2,3,3,nested_override:0:3-0-0,0,10,10,"test:nested_override:N2:randomized:(3, 0, 0):1",1
3,10,nested_override,11,2,N2,2,3,nested_override:0:3-0-0,0,10,10,"test:nested_override:N2:randomized:(3, 0, 0):2",1
3,10,nested_override,11,2,N2,2,3,nested_override:0:3-0-0,0,10,10,"test:nested_override:N2:randomized:(3, 0, 0):3",1
3,10,nested_override,11,2,N3,10,3,nested_override:0:3-0-0,0,10,10,"test:nested_override:N3:aligned:(3, 0, 0):0",1
3,10,nested_override,11,2,N3,10,3,nested_override:0:3-0-0,0,10,10,"test:nested_override:N3:aligned:(3, 0, 0):1",1
3,10,nested_override,11,2,N3,10,3,nested_override:0:3-0-0,0,10,10,"test:nested_override:N3:aligned:(3, 0, 0):2",1
3,10,nested_override,11,2,N3,10,3,nested_override:0:3-0-0,0,10,10,"test:nested_override:N3:aligned:(3, 0, 0):3",1
3,10,nested_override,11,2,N3,2,3,nested_override:0:3-0-0,,,,"test:nested_override:N3:randomized:(3, 0, 0):0",8
3,10,nested_override,11,2,N3,2,3,nested_override:0:3-0-0,0,10,10,"test:nested_override:N3:randomized:(3, 0, 0):1",1
3,10,nested_override,11,2,N3,2,3,nested_override:0:3-0-0,0,10,10,"test:nested_override:N3:randomized:(3, 0, 0):2",1
3,10,nested_override,11,2,N3,2,3,nested_override:0:3-0-0,,10,,"test:nested_override:N3:randomized:(3, 0, 0):3",4
3,10,nested_override,11,2,N4,10,3,nested_override:0:3-0-0,0,10,10,"test:nested_override:N4:aligned:(3, 0, 0):0",1
3,10,nested_override,11,2,N4,10,3,nested_override:0:3-0-0,0,10,10,"test:nested_override:N4:aligned:(3, 0, 0):1",1
3,10,nested_override,11,2,N4,10,3,nested_override:0:3-0-0,0,10,10,"test:nested_override:N4:aligned:(3, 0, 0):2",1
3,10,nested_override,11,2,N4,10,3,nested_override:0:3-0-0,0,10,10,"test:nested_override:N4:aligned:(3, 0, 0):3",1
3,10,nested_override,11,2,N4,3,3,nested_override:0:3-0-0,0,10,10,"test:nested_override:N4:randomized:(3, 0, 0):0",1
3,11,nested_override,11,2,N4,2,3,nested_override:0:3-0-0,6,13,17,"test:nested_override:N4:randomized:(3, 0, 0):1",7
3,10,nested_override,11,2,N4,2,3,nested_override:0:3-0-0,0,10,10,"test:nested_override:N4:randomized:(3, 0, 0):2",1
3,10,nested_override,11,2,N4,3,3,nested_override:0:3-0-0,,,,"test:nested_override:N4:randomized:(3, 0, 0):3",8
3,2,nested_override,11,0,N0,0,3,nested_override:0:3-0-1,0,0,2,"test:nested_override:N0:aligned:(3, 0, 1):0",1
3,2,nested_override,11,0,N0,0,3,nested_override:0:3-0-1,0,0,2,"test:nested_override:N0:aligned:(3, 0, 1):1",1
3,2,nested_override,11,0,N0,0,3,nested_override:0:3-0-1,0,0,2,"test:nested_override:N0:aligned:(3, 0, 1):2",1
3,2,nested_override,11,0,N0,0,3,nested_override:0:3-0-1,0,0,2,"test:nested_override:N0:aligned:(3, 0, 1):3",1
3,3,nested_override,11,0,N0,0,3,nested_override:0:3-0-1,,,,"test:nested_override:N0:randomized:(3, 0, 1):0",2
3,3,nested_override,11,0,N0,0,3,nested_override:0:3-0-1,,3,,"test:nested_override:N0:randomized:(3, 0, 1):1",2
3,3,nested_override,11,0,N0,0,3,nested_override:0:3-0-1,,,,"test:nested_override:N0:randomized:(3, 0, 1):2",2
3,2,nested_override,11,0,N0,0,3,nested_override:0:3-0-1,,0,,"test:nested_override:N0:randomized:(3, 0, 1):3",2
3,4,nested_override,11,2,N2,0,3,nested_override:0:3-0-1,0,0,4,"test:nested_override:N2:aligned:(3, 0, 1):0",1
3,4,nested_override,11,2,N2,0,3,nested_override:0:3-0-1,0,0,4,"test:nested_override:N2:aligned:(3, 0, 1):1",1
3,4,nested_override,11,2,N2,0,3,nested_override:0:3-0-1,0,0,4,"test:nested_override:N2:aligned:(3, 0, 1):2",1
3,4,nested_override,11,2,N2,0,3,nested_override:0:3-0-1,0,0,4,"test:nested_override:N2:aligned:(3, 0, 1):3",1
3,4,nested_override,11,2,N2,0,3,nested_override:0:3-0-1,13,0,17,"test:nested_override:N2:randomized:(3, 0, 1):0",9
3,6,nested_override,11,2,N2,0,3,nested_override:0:3-0-1,,,,"test:nested_override:N2:randomized:(3, 0, 1):1",2
3,6,nested_override,11,2,N2,0,3,nested_override:0:3-0-1,11,6,17,"test:nested_override:N2:randomized:(3, 0, 1):2",7
3,5,nested_override,11,2,N2,0,3,nested_override:0:3-0-1,12,17,17,"test:nested_override:N2:randomized:(3, 0, 1):3",5
3,4,nested_override,11,2,N3,0,3,nested_override:0:3-0-1,0,0,4,"test:nested_override:N3:aligned:(3, 0, 1):0",1
3,4,nested_override,11,2,N3,0,3,nested_override:0:3-0-1,0,0,4,"test:nested_override:N3:aligned:(3, 0, 1):1",1
3,4,nested_override,11,2,N3,0,3,nested_override:0:3-0-1,0,0,4,"test:nested_override:N3:aligned:(3, 0, 1):2",1
3,4,nested_override,11,2,N3,0,3,nested_override:0:3-0-1,8,12,12,"test:nested_override:N3:aligned:(3, 0, 1):3",3
3,4,nested_override,11,2,N3,0,3,nested_override:0:3-0-1,,,,"test:nested_override:N3:randomized:(3, 0, 1):0",4
3,4,nested_override,11,2,N3,0,3,nested_override:0:3-0-1,,,,"test:nested_override:N3:randomized:(3, 0, 1):1",4
3,6,nested_override,11,2,N3,0,3,nested_override:0:3-0-1,,,,"test:nested_override:N3:randomized:(3, 0, 1):2",2
3,6,nested_override,11,2,N3,0,3,nested_override:0:3-0-1,,,,"test:nested_override:N3:randomized:(3, 0, 1):3",2
3,4,nested_override,11,2,N4,0,3,nested_override:0:3-0-1,0,0,4,"test:nested_override:N4:aligned:(3, 0, 1):0",1
3,4,nested_override,11,2,N4,0,3,nested_override:0:3-0-1,0,0,4,"test:nested_override:N4:aligned:(3, 0, 1):1",1
3,4,nested_override,11,2,N4,0,3,nested_override:0:3-0-1,0,0,4,"test:nested_override:N4:aligned:(3, 0, 1):2",1
3,4,nested_override,11,2,N4,0,3,nested_override:0:3-0-1,0,0,4,"test:nested_override:N4:aligned:(3, 0, 1):3",1
3,6,nested_override,11,2,N4,0,3,nested_override:0:3-0-1,,,,"test:nested_override:N4:randomized:(3, 0, 1):0",4
3,5,nested_override,11,2,N4,0,3,nested_override:0:3-0-1,12,17,17,"test:nested_override:N4:randomized:(3, 0, 1):1",5
3,5,nested_override,11,2,N4,0,3,nested_override:0:3-0-1,,,,"test:nested_override:N4:randomized:(3, 0, 1):2",2
3,6,nested_override,11,2,N4,0,3,nested_override:0:3-0-1,,17,,"test:nested_override:N4:randomized:(3, 0, 1):3",8
3,3,nested_override,11,0,N0,0,3,nested_override:0:3-0-2,0,3,3,"test:nested_override:N0:aligned:(3, 0, 2):0",1
3,3,nested_override,11,0,N0,0,3,nested_override:0:3-0-2,0,3,3,"test:nested_override:N0:aligned:(3, 0, 2):1",1
3,3,nested_override,11,0,N0,0,3,nested_override:0:3-0-2,0,3,3,"test:nested_override:N0:aligned:(3, 0, 2):2",1
3,3,nested_override,11,0,N0,0,3,nested_override:0:3-0-2,0,3,3,"test:nested_override:N0:aligned:(3, 0, 2):3",1
3,,nested_override,11,0,N0,0,3,nested_override:0:3-0-2,,,,"test:nested_override:N0:randomized:(3, 0, 2):0",0
3,2,nested_override,11,0,N0,0,3,nested_override:0:3-0-2,,,,"test:nested_override:N0:randomized:(3, 0, 2):1",2
3,2,nested_override,11,0,N0,0,3,nested_override:0:3-0-2,,4,,"test:nested_override:N0:randomized:(3, 0, 2):2",2
3,2,nested_override,11,0,N0,0,3,nested_override:0:3-0-2,,,,"test:nested_override:N0:randomized:(3, 0, 2):3",2
3,6,nested_override,11,2,N2,0,3,nested_override:0:3-0-2,0,6,6,"test:nested_override:N2:aligned:(3, 0, 2):0",1
3,6,nested_override,11,2,N2,0,3,nested_override:0:3-0-2,0,6,6,"test:nested_override:N2:aligned:(3, 0, 2):1",1
3,6,nested_override,11,2,N2,0,3,nested_override:0:3-0-2,0,6,6,"test:nested_override:N2:aligned:(3, 0, 2):2",1
3,6,nested_override,11,2,N2,0,3,nested_override:0:3-0-2,0,6,6,"test:nested_override:N2:aligned:(3, 0, 2):3",1
3,4,nested_override,11,2,N2,0,3,nested_override:0:3-0-2,,,,"test:nested_override:N2:randomized:(3, 0, 2):0",2
3,4,nested_override,11,2,N2,0,3,nested_override:0:3-0-2,,17,,"test:nested_override:N2:randomized:(3, 0, 2):1",2
3,3,nested_override,11,2,N2,0,3,nested_override:0:3-0-2,,17,,"test:nested_override:N2:randomized:(3, 0, 2):2",6
3,4,nested_override,11,2,N2,0,3,nested_override:0:3-0-2,,,,"test:nested_override:N2:randomized:(3, 0, 2):3",2
3,6,nested_override,11,2,N3,0,3,nested_override:0:3-0-2,0,6,6,"test:nested_override:N3:aligned:(3, 0, 2):0",1
3,6,nested_override,11,2,N3,0,3,nested_override:0:3-0-2,0,6,6,"test:nested_override:N3:aligned:(3, 0, 2):1",1
3,6,nested_override,11,2,N3,0,3,nested_override:0:3-0-2,0,6,6,"test:nested_override:N3:aligned:(3, 0, 2):2",1
3,6,nested_override,11,2,N3,0,3,nested_override:0:3-0-2,0,6,6,"test:nested_override:N3:aligned:(3, 0, 2):3",1
3,4,nested_override,11,2,N3,0,3,nested_override:0:3-0-2,,,,"test:nested_override:N3:randomized:(3, 0, 2):0",2
3,4,nested_override,11,2,N3,0,3,nested_override:0:3-0-2,,,,"test:nested_override:N3:randomized:(3, 0, 2):1",2
3,4,nested_override,11,2,N3,0,3,nested_override:0:3-0-2,,,,"test:nested_override:N3:randomized:(3, 0, 2):2",2
3,4,nested_override,11,2,N3,0,3,nested_override:0:3-0-2,,,,"test:nested_override:N3:randomized:(3, 0, 2):3",2
3,6,nested_override,11,2,N4,0,3,nested_override:0:3-0-2,0,6,6,"test:nested_override:N4:aligned:(3, 0, 2):0",1
3,6,nested_override,11,2,N4,0,3,nested_override:0:3-0-2,0,6,6,"test:nested_override:N4:aligned:(3, 0, 2):1",1
3,6,nested_override,11,2,N4,0,3,nested_override:0:3-0-2,0,6,6,"test:nested_override:N4:aligned:(3, 0, 2):2",1
3,6,nested_override,11,2,N4,0,3,nested_override:0:3-0-2,0,6,6,"test:nested_override:N4:aligned:(3, 0, 2):3",1
3,,nested_override,11,2,N4,0,3,nested_override:0:3-0-2,,8,,"test:nested_override:N4:randomized:(3, 0, 2):0",0
3,4,nested_override,11,2,N4,0,3,nested_override:0:3-0-2,13,6,17,"test:nested_override:N4:randomized:(3, 0, 2):1",13
3,4,nested_override,11,2,N4,0,3,nested_override:0:3-0-2,13,6,17,"test:nested_override:N4:randomized:(3, 0, 2):2",13
3,,nested_override,11,2,N4,0,3,nested_override:0:3-0-2,,,,"test:nested_override:N4:randomized:(3, 0, 2):3",0
3,5,nested_override,11,0,N0,1,3,nested_override:0:3-0-3,0,1,5,"test:nested_override:N0:aligned:(3, 0, 3):0",1
3,5,nested_override,11,0,N0,1,3,nested_override:0:3-0-3,0,1,5,"test:nested_override:N0:aligned:(3, 0, 3):1",1
3,5,nested_override,11,0,N0,1,3,nested_override:0:3-0-3,0,1,5,"test:nested_override:N0:aligned:(3, 0, 3):2",1
3,5,nested_override,11,0,N0,1,3,nested_override:0:3-0-3,0,1,5,"test:nested_override:N0:aligned:(3, 0, 3):3",1
3,,nested_override,11,0,N0,3,3,nested_override:0:3-0-3,,,,"test:nested_override:N0:randomized:(3, 0, 3):0",0
3,5,nested_override,11,0,N0,1,3,nested_override:0:3-0-3,0,1,5,"test:nested_override:N0:randomized:(3, 0, 3):1",1
3,,nested_override,11,0,N0,3,3,nested_override:0:3-0-3,,,,"test:nested_override:N0:randomized:(3, 0, 3):2",0
3,,nested_override,11,0,N0,1,3,nested_override:0:3-0-3,,1,,"test:nested_override:N0:randomized:(3, 0, 3):3",0
3,10,nested_override,11,2,N2,2,3,nested_override:0:3-0-3,0,2,10,"test:nested_override:N2:aligned:(3, 0, 3):0",1
3,10,nested_override,11,2,N2,2,3,nested_override:0:3-0-3,0,2,10,"test:nested_override:N2:aligned:(3, 0, 3):1",1
3,10,nested_override,11,2,N2,2,3,nested_override:0:3-0-3,0,2,10,"test:nested_override:N2:aligned:(3, 0, 3):2",1
3,10,nested_override,11,2,N2,2,3,nested_override:0:3-0-3,0,2,10,"test:nested_override:N2:aligned:(3, 0, 3):3",1
3,10,nested_override,11,2,N2,6,3,nested_override:0:3-0-3,,16,,"test:nested_override:N2:randomized:(3, 0, 3):0",6
3,15,nested_override,11,2,N2,2,3,nested_override:0:3-0-3,2,17,17,"test:nested_override:N2:randomized:(3, 0, 3):1",3
3,,nested_override,11,2,N2,6,3,nested_override:0:3-0-3,,,,"test:nested_override:N2:randomized:(3, 0, 3):2",0
3,11,nested_override,11,2,N2,3,3,nested_override:0:3-0-3,6,17,17,"test:nested_override:N2:randomized:(3, 0, 3):3",7
3,10,nested_override,11,2,N3,2,3,nested_override:0:3-0-3,0,2,10,"test:nested_override:N3:aligned:(3, 0, 3):0",1
3,10,nested_override,11,2,N3,2,3,nested_override:0:3-0-3,0,2,10,"test:nested_override:N3:aligned:(3, 0, 3):1",1
3,10,nested_override,11,2,N3,2,3,nested_override:0:3-0-3,0,2,10,"test:nested_override:N3:aligned:(3, 0, 3):2",1
3,10,nested_override,11,2,N3,2,3,nested_override:0:3-0-3,0,2,10,"test:nested_override:N3:aligned:(3, 0, 3):3",1
3,,nested_override,11,2,N3,6,3,nested_override:0:3-0-3,,,,"test:nested_override:N3:randomized:(3, 0, 3):0",0
3,11,nested_override,11,2,N3,2,3,nested_override:0:3-0-3,6,15,17,"test:nested_override:N3:randomized:(3, 0, 3):1",7
3,11,nested_override,11,2,N3,6,3,nested_override:0:3-0-3,6,17,17,"test:nested_override:N3:randomized:(3, 0, 3):2",5
3,,nested_override,11,2,N3,4,3,nested_override:0:3-0-3,,,,"test:nested_override:N3:randomized:(3, 0, 3):3",0
3,10,nested_override,11,2,N4,2,3,nested_override:0:3-0-3,0,2,10,"test:nested_override:N4:aligned:(3, 0, 3):0",1
3,10,nested_override,11,2,N4,2,3,nested_override:0:3-0-3,0,2,10,"test:nested_override:N4:aligned:(3, 0, 3):1",1
3,10,nested_override,11,2,N4,2,3,nested_override:0:3-0-3,0,2,10,"test:nested_override:N4:aligned:(3, 0, 3):2",1
3,10,nested_override,11,2,N4,2,3,nested_override:0:3-0-3,0,2,10,"test:nested_override:N4:aligned:(3, 0, 3):3",1
3,10,nested_override,11,2,N4,2,3,nested_override:0:3-0-3,,,,"test:nested_override:N4:randomized:(3, 0, 3):0",8
3,11,nested_override,11,2,N4,2,3,nested_override:0:3-0-3,4,15,15,"test:nested_override:N4:randomized:(3, 0, 3):1",5
3,,nested_override,11,2,N4,6,3,nested_override:0:3-0-3,,,,"test:nested_override:N4:randomized:(3, 0, 3):2",0
3,,nested_override,11,2,N4,4,3,nested_override:0:3-0-3,,,,"test:nested_override:N4:randomized:(3, 0, 3):3",0
3,3,nested_override,11,0,N0,0,3,nested_override:0:3-1-0,3,0,6,"test:nested_override:N0:aligned:(3, 1, 0):0",3
3,3,nested_override,11,0,N0,0,3,nested_override:0:3-1-0,3,0,6,"test:nested_override:N0:aligned:(3, 1, 0):1",3
3,3,nested_override,11,0,N0,0,3,nested_override:0:3-1-0,3,0,6,"test:nested_override:N0:aligned:(3, 1, 0):2",3
3,3,nested_override,11,0,N0,0,3,nested_override:0:3-1-0,3,0,6,"test:nested_override:N0:aligned:(3, 1, 0):3",3
3,3,nested_override,11,0,N0,0,3,nested_override:0:3-1-0,0,3,3,"test:nested_override:N0:randomized:(3, 1, 0):0",1
3,3,nested_override,11,0,N0,0,3,nested_override:0:3-1-0,,3,,"test:nested_override:N0:randomized:(3, 1, 0):1",2
3,7,nested_override,11,0,N0,0,3,nested_override:0:3-1-0,0,5,7,"test:nested_override:N0:randomized:(3, 1, 0):2",1
3,3,nested_override,11,0,N0,0,3,nested_override:0:3-1-0,0,3,3,"test:nested_override:N0:randomized:(3, 1, 0):3",1
3,6,nested_override,11,2,N2,0,3,nested_override:0:3-1-0,5,0,11,"test:nested_override:N2:aligned:(3, 1, 0):0",3
3,6,nested_override,11,2,N2,0,3,nested_override:0:3-1-0,6,0,12,"test:nested_override:N2:aligned:(3, 1, 0):1",3
3,6,nested_override,11,2,N2,0,3,nested_override:0:3-1-0,5,0,11,"test:nested_override:N2:aligned:(3, 1, 0):2",3
3,6,nested_override,11,2,N2,0,3,nested_override:0:3-1-0,6,0,12,"test:nested_override:N2:aligned:(3, 1, 0):3",3
3,4,nested_override,11,2,N2,0,3,nested_override:0:3-1-0,,6,,"test:nested_override:N2:randomized:(3, 1, 0):0",4
3,6,nested_override,11,2,N2,0,3,nested_override:0:3-1-0,,6,,"test:nested_override:N2:randomized:(3, 1, 0):1",8
3,6,nested_override,11,2,N2,0,3,nested_override:0:3-1-0,,6,,"test:nested_override:N2:randomized:(3, 1, 0):2",2
3,6,nested_override,11,2,N2,0,3,nested_override:0:3-1-0,,,,"test:nested_override:N2:randomized:(3, 1, 0):3",6
3,6,nested_override,11,2,N3,0,3,nested_override:0:3-1-0,5,0,11,"test:nested_override:N3:aligned:(3, 1, 0):0",3
3,6,nested_override,11,2,N3,0,3,nested_override:0:3-1-0,5,0,11,"test:nested_override:N3:aligned:(3, 1, 0):1",5
3,6,nested_override,11,2,N3,0,3,nested_override:0:3-1-0,5,0,11,"test:nested_override:N3:aligned:(3, 1, 0):2",3
3,5,nested_override,11,2,N3,0,3,nested_override:0:3-1-0,6,0,11,"test:nested_override:N3:aligned:(3, 1, 0):3",3
3,6,nested_override,11,2,N3,0,3,nested_override:0:3-1-0,11,6,17,"test:nested_override:N3:randomized:(3, 1, 0):0",9
3,6,nested_override,11,2,N3,0,3,nested_override:0:3-1-0,,6,,"test:nested_override:N3:randomized:(3, 1, 0):1",8
3,4,nested_override,11,2,N3,0,3,nested_override:0:3-1-0,,0,,"test:nested_override:N3:randomized:(3, 1, 0):2",2
3,5,nested_override,11,2,N3,0,3,nested_override:0:3-1-0,12,5,17,"test:nested_override:N3:randomized:(3, 1, 0):3",9
3,6,nested_override,11,2,N4,0,3,nested_override:0:3-1-0,0,0,6,"test:nested_override:N4:aligned:(3, 1, 0):0",1
3,6,nested_override,11,2,N4,0,3,nested_override:0:3-1-0,5,0,11,"test:nested_override:N4:aligned:(3, 1, 0):1",3
3,4,nested_override,11,2,N4,0,3,nested_override:0:3-1-0,2,0,6,"test:nested_override:N4:aligned:(3, 1, 0):2",3
3,4,nested_override,11,2,N4,0,3,nested_override:0:3-1-0,0,0,4,"test:nested_override:N4:aligned:(3, 1, 0):3",1
3,4,nested_override,11,2,N4,0,3,nested_override:0:3-1-0,13,6,17,"test:nested_override:N4:randomized:(3, 1, 0):0",11
3,4,nested_override,11,2,N4,0,3,nested_override:0:3-1-0,,10,,"test:nested_override:N4:randomized:(3, 1, 0):1",6
3,6,nested_override,11,2,N4,0,3,nested_override:0:3-1-0,,6,,"test:nested_override:N4:randomized:(3, 1, 0):2",2
3,6,nested_override,11,2,N4,0,3,nested_override:0:3-1-0,,6,,"test:nested_override:N4:randomized:(3, 1, 0):3",2
3,5,nested_override,11,0,N0,0,3,nested_override:0:3-1-1,0,3,5,"test:nested_override:N0:aligned:(3, 1, 1):0",1
